Nombre Estacion	Nro Estacion	Año	Mes	Dia	Temperatura media diaria	Temperatura de rocio	Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	Viento medio (m/s)	Máximo viento sostenido (m/s)	Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo
Oran_Aero	870160	2013	8	2	18,8	9	1012,5	974,3	10	2,4	3,1	26,6	16,5	0	0	0	0
Oran_Aero	870160	2013	8	3	18,8	9,4	1013,2	972,3	10	2,8	5,1	24,8	15	0	0	0	0
Oran_Aero	870160	2013	8	4	17,9	8,1	1013,5	972,7	10	2,6	3,1	26,9	10,2	0	0	0	0
Oran_Aero	870160	2013	8	5	17,3	9,1	1011,6	970,8	8,5	3,1	4,1	27,6	8	0	0	0	0
Oran_Aero	870160	2013	8	7	21,2	13,4	1002,6	962,5	10	1,8	2,1	30,9	14,3	0	0	0	0
Oran_Aero	870160	2013	8	8	18,3	9,1	1001,5	961,3	6,4	2,3	5,1	30	14,4	0	0	0	0
Oran_Aero	870160	2013	8	9	15,4	-2,1	1020	978,6	5,5	4,6	6,2	23,9	12,8	0	0	0	0
Oran_Aero	870160	2013	8	10	10,2	-2,9	1027,5	984,9	8	2,8	7,2	19,1	2	0	0	0	0
Oran_Aero	870160	2013	8	11	11,2	-0,4	1015,2	973,2	9,5	1,5	3,1	23	1,9	0	0	0	0
Oran_Aero	870160	2013	8	12	16,4	1	1007	965,8	6,3	1,6	3,1	26,4	5	0	0	0	0
Oran_Aero	870160	2013	8	13	13,4	2,6	1016,9	975,5	8,4	2,9	10,3	27,3	9,8	0	0	0	0
Oran_Aero	870160	2013	8	14	10,7	1,1	1031,7	988,9	7,6	2,3	4,1	16,8	2	0	0	0	0
Oran_Aero	870160	2013	8	15	9,8	-0,3	1024,2	981,6	10	2,4	3,1	20,6	1	0	0	0	0
Oran_Aero	870160	2013	8	16	12,2	-2,7	1018	976	10	1,4	2,1	24,2	3	0	0	0	0
Oran_Aero	870160	2013	8	17	13,6	-2,8	1022,1	980	8,7	2,8	4,1	24,9	3,5	0	0	0	0
Oran_Aero	870160	2013	8	19	16,4	3,2	1011	969,7	7,2	1,3	3,1	29,7	7	0	0	0	0
Oran_Aero	870160	2013	8	20	20,4	6,1	1007,5	967,1	4,5	2,3	4,1	32,2	10,8	0	0	0	0
Oran_Aero	870160	2013	8	21	22	8,3	1003,4	963,5	4	2,8	4,1	34,6	10,5	0	0	0	0
Oran_Aero	870160	2013	8	22	21,8	9,6	1004,4	964,3	5,8	4	12,9	35,5	16	0	0	0	0
Oran_Aero	870160	2013	8	24	11,3	-2,5	1021,2	979,1	7,6	2,1	4,1	16	5,8	0	0	0	0
Oran_Aero	870160	2013	8	25	11,1	-2,8	1025,4	983,1	8	3,6	4,1	16,8	6	0	0	0	0
Oran_Aero	870160	2013	8	26	10,9	-5,3	1028,5	986,1	4	2,1	4,1	17,8	1,5	0	0	0	0
Oran_Aero	870160	2013	8	27	10,2	-2	1026,9	984,3	5,3	1	2,1	21,4	2,5	0	0	0	0
Oran_Aero	870160	2013	8	28	13,2	-0,1	1023	980,7	5	2,6	4,1	24,8	2,5	0	0	0	0
Oran_Aero	870160	2013	8	29	16	1,9	1017,5	975,9	4	1,8	2,1	29	7,5	0	0	0	0
Oran_Aero	870160	2013	8	30	18,3	1,5	1008,7	967,9	4,2	1,8	4,1	31,2	9	0	0	0	0
Oran_Aero	870160	2013	9	1	23,6	4,3	1005,9	965,9	1,9	1,5	6,2	36,4	13,5	0	0	0	0
Oran_Aero	870160	2013	9	2	23,4	7,7	1004,5	964,6	3,7	1,3	2,1	36,4	14,4	0	0	0	0
Oran_Aero	870160	2013	9	3	22,2	9,2	1010,1	970	2,7	2,7	10,8	36,4	17,2	0	0	0	0
Oran_Aero	870160	2013	9	4	19,9	6,6	1019,7	978,8	4,2	2,6	5,1	26,4	15,8	0	0	0	0
Oran_Aero	870160	2013	9	5	20	9,5	1011,6	970,8	4,8	2,3	4,1	31,4	12	0	0	0	0
Oran_Aero	870160	2013	9	6	24,8	12,7	1007,7	967,8	3,5	1,6	2,1	35,1	15,4	0	0	0	0
Oran_Aero	870160	2013	9	7	25,9	12,7	1003,8	964,2	3,5	3,3	4,1	37,5	16,7	0	0	0	0
Oran_Aero	870160	2013	9	8	28,8	12	1007,2	967,7	4	1,3	3,1	38,5	19,1	0	0	0	0
Oran_Aero	870160	2013	9	9	28,6	14,1	1010,4	971	4,2	2,3	5,1	38,6	20	0	0	0	0
Oran_Aero	870160	2013	9	10	27,6	12,6	1006,5	967,2	2,7	1,5	3,1	38,4	17	0	0	0	0
Oran_Aero	870160	2013	9	11	28,9	12,3	1001,6	962,5	1,1	2,3	5,1	39,5	18,4	0	0	0	0
Oran_Aero	870160	2013	9	12	27,9	15	999,3	960,3	1,3	0,8	3,1	38,3	19,5	0	0	0	0
Oran_Aero	870160	2013	9	13	24,8	12,5	1006,7	967,2	2,7	4,5	10,8	37,5	20,3	0	0	0	0
Oran_Aero	870160	2013	9	15	15	8,3	1014,3	973,1	10	3,9	5,1	19,2	12,6	0	0	0	0
Oran_Aero	870160	2013	9	16	14,7	7,8	1014,2	972,7	10	1,6	2,1	16,8	12,8	0	0	0	0
Oran_Aero	870160	2013	9	18	13,7	5,2	1019,8	978	10	2,1	2,1	18	11,5	0	0	0	0
Oran_Aero	870160	2013	9	19	16,2	6,7	1018,2	976,5	10	3,1	4,1	25	11	0	0	0	0
Oran_Aero	870160	2013	9	20	18,8	7,2	1006,3	965,8	10	1	2,1	28,7	10,6	0	0	0	0
Oran_Aero	870160	2013	9	22	20,2	4	1012,2	971,9	6,3	4,6	9,3	33	14,5	0	0	0	0
Oran_Aero	870160	2013	9	23	15,1	2,5	1025,7	984	10	2,1	4,1	19,8	13	0	0	0	0
Oran_Aero	870160	2013	9	24	15,3	1,9	1026,5	984,5	7,6	1,8	3,1	23,2	0	0	0	0	0
Oran_Aero	870160	2013	9	25	15,1	1,4	1020,4	978,8	5	2,1	4,1	24	5,8	0	0	0	0
Oran_Aero	870160	2013	9	27	20,9	4,5	1006,6	966,3	3,5	2,6	4,1	32,2	11,3	0	0	0	0
Oran_Aero	870160	2013	9	28	22,5	6,9	1008,4	968,3	3,2	2,4	3,1	32,7	13,2	0	0	0	0
Oran_Aero	870160	2013	9	29	20	4	1015,2	974,7	3,5	3,6	5,1	32,4	15,8	0	0	0	0
Oran_Aero	870160	2013	10	1	17	3,8	1013,7	972,6	2,3	2,1	3,1	27	8,8	0	0	0	0
Oran_Aero	870160	2013	10	2	18,2	5,3	1011,5	970,6	1,9	1,3	2,1	29	9,2	0	0	0	0
Oran_Aero	870160	2013	10	3	21,2	8,7	1008,1	967,7	2,3	2,6	4,1	32,6	12,2	0	0	0	0
Oran_Aero	870160	2013	10	4	23,5	8,3	1017,2	977	3,5	3,6	8,2	33,4	16,6	0	0	0	0
Oran_Aero	870160	2013	10	5	20,4	10,5	1017,2	976,2	8	3,1	5,1	29,8	14,8	0	0	0	0
Oran_Aero	870160	2013	10	6	23,9	6	1014,7	974,4	6,3	1	2,1	30,8	18	0	0	0	0
Oran_Aero	870160	2013	10	7	24,8	9,3	1014,6	974,6	4	3,6	6,2	31,8	17,4	0	0	0	0
Oran_Aero	870160	2013	10	8	23,9	10,5	1010,4	970,4	1,1	1,5	3,1	33,4	15,2	0	0	0	0
Oran_Aero	870160	2013	10	9	28,8	10,6	1003,3	964	2,1	3,3	5,1	36,8	19	0	0	0	0
Oran_Aero	870160	2013	10	11	21,2	20,1	1011,1	970,8	4,7	2,3	4,1	28,5	20,2	0	1	0	0
Oran_Aero	870160	2013	10	13	21,6	19,4	1010,7	970,2	7,6	1,8	3,1	23,5	20,1	0	0	0	0
Oran_Aero	870160	2013	10	14	21,8	20,1	1011,4	971,1	6,8	1	2,1	24,4	20,4	0	1	0	0
Oran_Aero	870160	2013	10	15	21,4	19,7	1014,1	973,6	8	3,1	5,1	24,6	19,8	0	0	0	0
Oran_Aero	870160	2013	10	17	23,6	18,5	1011,4	971,2	10	2,1	4,1	30,2	20	0	0	0	0
Oran_Aero	870160	2013	10	18	25,1	17,2	1010,7	970,7	10	2,8	5,1	33,2	20,1	0	0	0	0
Oran_Aero	870160	2013	10	20	29,8	18,1	995	956,2	10	2,1	4,1	37,5	21,8	0	0	0	0
Oran_Aero	870160	2013	10	21	28,3	14,3	1001,3	962,3	6,8	3,9	8,2	38,5	25,2	0	0	0	0
Oran_Aero	870160	2013	10	23	26,6	15,2	999,1	959,8	10	2,1	4,1	35	18,8	0	0	0	0
Oran_Aero	870160	2013	10	24	26,2	16	1007,6	968,2	6,8	2,3	4,1	37,2	23,8	0	0	0	0
Oran_Aero	870160	2013	10	25	19,3	15,4	1015,8	974,8	9,5	2,3	4,1	26,2	16	0	1	0	0
Oran_Aero	870160	2013	10	26	22,3	16,8	1009	968,7	10	1	2,1	28,2	17,7	0	0	0	0
Oran_Aero	870160	2013	10	27	25	17,5	1013,2	973,2	10	2,3	4,1	30	19,8	0	0	0	0
Oran_Aero	870160	2013	10	28	26,4	16,8	1010,5	970,6	10	2,1	4,1	32	21,9	0	0	0	0
Oran_Aero	870160	2013	10	29	27,8	18,5	1004,1	964,6	15	1,8	4,1	34,4	23,4	0	0	0	0
Oran_Aero	870160	2013	10	30	30,3	19,6	1002,4	963,3	10,5	2,1	2,1	38,2	22,8	0	0	0	0
Oran_Aero	870160	2013	11	1	32,1	19,8	995,3	957,1	10,9	2,3	7,2	41,6	25,1	0	0	0	0
Oran_Aero	870160	2013	11	2	20,6	17,5	1011,4	971,3	8,2	4,6	7,2	35,3	18,2	0	1	0	0
Oran_Aero	870160	2013	11	4	23,8	16,1	1012,8	972,7	12,1	1,8	4,1	31	17,4	0	0	0	0
Oran_Aero	870160	2013	11	5	24	15,6	1011,8	971,6	10,9	1,3	3,1	32	16,2	0	0	0	0
Oran_Aero	870160	2013	11	6	25,7	15,2	1009,1	969,3	10	1,5	3,1	34,2	16,8	0	0	0	0
Oran_Aero	870160	2013	11	7	27,9	11,8	1004,5	965,1	10,9	1,5	3,1	35,6	18,9	0	0	0	0
Oran_Aero	870160	2013	11	8	28,8	15,2	1002	962,8	10,5	2,3	3,1	36,9	20,6	0	0	0	0
Oran_Aero	870160	2013	11	10	30,2	18,8	993,8	955,2	10	2,6	8,2	39	25	0	0	0	0
Oran_Aero	870160	2013	11	11	20,4	15,1	1008,7	968,6	6,9	3,9	5,1	35,5	16,1	0	1	0	0
Oran_Aero	870160	2013	11	12	24,3	11,8	1010,4	970	10	4,1	6,2	34,2	14,8	0	0	0	0
Oran_Aero	870160	2013	11	13	26,1	12,1	1007,6	967,9	10	1	2,1	37,2	15,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	1	20,6	16,1	1013,5	1005,3	10,8	8,3	11,3	22	18	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	2	19,2	10,7	1019,3	1011,1	10,9	6,4	9,3	24	13,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	3	22,1	15,6	1016,8	1008,6	10,8	5,6	7,7	28	15,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	4	26,7	21,4	1013,5	1005,4	10,9	6,1	8,7	33	20,3	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	5	23,2	21,6	1009,4	1001,4	8,4	5,5	11,3	28,4	20,6	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	6	21,7	20,2	1008,1	999,9	10,3	3,9	7,7	27	19,4	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	7	22,9	21,8	1003,9	995,8	8,9	3,9	7,7	26,6	20,4	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	8	24,9	21,8	1007	998,9	8,7	3,3	7,2	31	20	1	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	9	27	21,5	1012,6	1004,5	11,1	5,8	8,7	31,4	22,4	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	10	26,2	20,2	1015,7	1007,6	11,3	6,2	7,7	32	20,6	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	11	24,3	16,9	1014,3	1006,2	10,8	7,6	10,3	31,8	19,4	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	12	23,9	17,3	1011	1002,9	11,1	6,9	10,3	30	18	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	13	25,3	17,8	1012,2	1004	11,1	5,6	8,2	31	19,2	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	14	26,1	19,5	1012,2	1004,1	11,1	5,8	7,7	31,2	20,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	15	26,6	20,2	1009,6	1001,5	11,3	5,2	8,2	32	21,6	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	16	26,4	21,2	1007,1	999,1	11,4	3,3	6,2	32	21,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	17	26,9	22,3	1008,1	1000,1	10,8	2,2	7,7	33	22,9	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	18	25,3	19,7	1011,5	1003,4	11,4	5,7	9,3	33,4	20	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	19	25,7	18,7	1013,5	1005,4	11,6	5,1	11,3	31,1	20,3	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	20	24,3	16,3	1016,5	1008,4	11,3	7,6	10,3	31,4	19,3	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	21	24,4	17,2	1016,8	1008,6	11,3	9	12,9	30	18,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	22	23,8	18,9	1015,5	1007,4	10,8	7,6	10,3	30	20,7	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	23	26,9	21,1	1012,1	1004,1	10,9	2,5	6,2	34	21	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	24	25,1	21,3	1006,5	998,6	10,1	4,7	15,4	34,2	21,7	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	25	23,7	18,4	1007,6	999,5	10,6	7,9	20,6	32,8	20,8	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	26	19,9	10,7	1015,2	1006,8	11,3	3,9	7,7	28,5	13	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	27	21,8	14,6	1015	1006,8	10,9	2,9	6,7	29,1	14,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	28	24,2	14,7	1014,8	1006,7	11,4	5,1	8,7	33	17,3	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	29	26,7	17,9	1013,3	1005,3	10,8	5,5	10,3	35	19,5	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	30	29,2	21,1	1010,6	1002,6	10,6	2,7	6,2	37,6	23	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	1	31	29,4	21,8	1008,3	1000,3	10,9	4,5	10,3	38,1	23	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	1	30,4	21,8	1006,8	998,9	11,3	4	7,7	38,2	23,3	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	2	27,6	21,9	1008,6	1000,7	11,3	5,8	12,9	38,5	23	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	3	25,2	18,9	1012,7	1004,6	11,3	6,9	12,9	31,6	22	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	4	22,8	14,3	1013,3	1005,2	11,4	6	7,7	29	17	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	5	23,6	14,1	1013,2	1005,1	11,1	5,5	8,2	30,2	17	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	6	24,2	15,8	1013,2	1005,1	11,3	6,6	10,3	31	18	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	7	26,4	18,7	1012,6	1004,5	11,6	6,6	10,3	33	20	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	8	26,1	18,4	1011,7	1003,7	11,4	5,5	8,2	32,5	19,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	9	26,8	20,2	1009,8	1001,8	11,3	6	10,3	33,3	21,7	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	10	26,4	20,7	1008	1000	11,3	4	10,3	34	20,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	11	26,7	20,5	1007,1	999	11,1	4,1	6,2	34,3	20,9	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	12	26,4	21,5	1005,6	997,4	11,3	4,5	7,7	32,5	21,7	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	13	28,9	22,1	1006,6	998,6	11,4	2,6	7,7	36	22,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	14	27,2	22,9	1008,3	1000,3	10,8	3,9	8,7	36,5	23	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	15	25,7	21,6	1009,6	1001,5	8,7	3,8	7,7	33,8	20,7	1	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	16	28,4	21,4	1006,7	998,7	11,3	2,9	7,7	35,8	21,6	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	17	23,8	21,4	1006,3	998,3	10,1	5,8	10,3	35,8	20	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	18	22,1	20,9	1010,7	1002,5	10,1	5,4	10,3	26,6	19,6	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	19	24	20,8	1012,9	1004,8	10	6,4	9,3	28,5	20	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	20	24,8	23	1010,4	1002,4	8,7	4,6	9,3	28,8	21	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	21	23,6	20,6	1010,8	1002,7	9,7	6,2	9,3	28,8	20	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	22	23,1	18,8	1015,9	1007,8	11,6	6,4	10,3	28	18,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	23	23,9	19	1013,1	1004,9	11,1	6,9	8,7	30	16,4	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	24	26,2	21,7	1007,1	999	10,6	6,7	10,3	32,2	21,5	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	25	23,8	18,4	1009,7	1001,7	9,8	6,5	9,3	33	21	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	26	20,4	13,5	1014,8	1006,5	11,3	6	10,3	28,3	15	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	27	20,1	12,4	1016,4	1008,2	11,4	4	7,7	26	13,6	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	2	28	21,4	14,5	1014,4	1006,2	11,6	3,2	9,3	28	15	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	1	24,2	18,3	1009,8	1001,7	11,3	7,1	10,8	34	16,4	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	2	25,4	21,5	1006,4	998,4	9,3	7,8	15,4	34,4	20,6	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	3	20,6	18,6	1012,9	1004,7	11,1	5,6	10,3	26,7	18,4	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	4	19,9	15,6	1015,7	1007,3	10,8	5,8	9,8	24	15,6	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	5	19,4	13,6	1014,5	1006,2	10,6	2,7	5,1	24,1	13,5	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	6	20,4	15,3	1011,4	1003,2	11,1	2,2	6,2	27	14	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	7	23,3	17,1	1011,9	1003,7	10,6	4,9	7,7	30	17	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	8	23,4	20,9	1011,9	1004,4	10,3	6,7	10,3	29,6	20,9	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	9	23,8	21,8	1009,5	1001,3	11,1	3,1	7,7	28	22	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	10	23,8	21,3	1008,2	1000,6	10,8	4,5	15,4	30	19	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	11	25,1	22,2	1006,9	998,9	9,8	2,4	5,7	30	20	1	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	12	22,8	20,1	1006,3	998,2	10,3	5,4	9,3	30,7	20,6	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	13	19,9	15	1012,6	1004,4	10,9	6,8	8,2	25	14,6	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	14	18,3	12,8	1016,9	1008,7	11,9	7,3	14,4	24,8	15,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	15	19,6	13,9	1018,2	1010	11,1	6,6	9,3	25,7	13,4	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	16	20,1	13,5	1021	1012,8	11,1	7	10,3	26	14,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	17	18,9	11,3	1021,8	1013,3	11,1	7,1	10,3	25	13,7	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	18	18,6	13,5	1019,4	1011,1	10,6	6,7	10,3	23,1	15	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	19	17,9	16,6	1015,2	1006,9	8	7,5	10,3	23,5	16	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	20	21,2	18,3	1008,7	1003	11,1	3,7	6,2	24	16,8	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	21	20,4	17,3	1010,2	1002	11,3	4,7	10,3	25	15,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	22	21,8	17,1	1016,1	1007,8	11,1	1,9	6,2	28	14,4	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	23	22,2	17,8	1016,7	1008,5	10,9	3	8,2	28,1	16,6	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	24	22,6	16,1	1012,7	1004,5	10,8	6,5	10,3	28,3	17	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	25	22,4	16,8	1011,5	1003,4	11,3	3,3	6,2	29	16,1	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	26	22	16,1	1016,3	1008,1	11,1	5,5	7,7	28,7	15,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	27	19,6	13,1	1018,7	1010,4	11,3	3,5	7,7	27,4	13,5	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	28	20	14,4	1019,2	1010,9	11,3	5,1	7,2	26,4	13,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	29	21,6	16,3	1017,9	1009,6	11,1	4,5	8,2	28	15,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	30	23,3	17,9	1015,3	1007,1	10,9	5,2	7,7	31	17,6	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	3	31	24,3	18,8	1014,2	1006,1	11,3	5	7,7	31	18,6	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	1	20,9	18,3	1012,3	1004,2	9,8	6,1	14,4	31,1	19,5	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	2	22,3	20,3	1012,1	1003,9	10	3,7	7,2	27	18,9	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	3	21,7	20,4	1013,3	1005,1	10,8	5,2	10,3	27,4	20,4	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	4	19,4	18,8	1009,5	1001,3	9,7	5,9	10,3	23,6	18,8	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	5	20,8	16,1	1008,3	1000,1	11,1	4,7	7,7	28	15	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	6	21,7	16,2	1010,4	1002,2	11,4	3,6	7,7	28,6	15,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	7	17,1	11,4	1015,6	1007,3	11,3	5,5	10,3	28,6	12,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	8	17,3	12,1	1017,1	1008,8	11,6	4,9	8,2	25	10	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	9	19,7	14,6	1016,6	1008,4	11,3	6,2	9,3	25,2	14,2	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	10	21	17,1	1012,9	1004,7	11,1	8,6	15,4	28	15	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	11	21,3	19,4	1007,4	999,3	9	7,5	12,9	28	17,5	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	12	19,2	16,6	1010,1	1001,9	10,9	7,8	12,9	24,5	16,9	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	13	15,4	9,4	1018,9	1010,5	11,3	4,7	7,7	20	9,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	14	14,6	9,3	1018,6	1010,2	11,3	2,9	4,1	22,6	8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	15	18,4	13	1017,6	1009,3	11,4	2,8	11,3	27,1	12	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	16	18,8	14,2	1017	1008,8	11,1	2,1	5,1	27,2	13,6	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	17	17,2	11,6	1018,7	1010,4	11,4	3	5,1	24,5	10,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	18	17,4	12,7	1018,1	1009,7	11,3	2,2	7,7	24,5	10,7	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	19	18,5	12,6	1018,5	1010,2	10,9	2,5	5,1	27	10,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	20	19,8	13,1	1018,7	1010,5	11,4	2,5	6,2	28	12	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	21	20,4	15,1	1018,8	1010,5	11,4	4,5	7,7	27,8	14,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	22	20,5	16,3	1019,6	1011,4	11,3	5,6	11,3	27,2	14,6	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	23	20,2	15,4	1020,1	1011,8	11,3	3,1	7,7	27,6	13,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	24	20,2	16,2	1019,2	1010,9	10,8	2,4	6,2	28	14	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	25	20,6	16,2	1017	1008,7	10,9	3	7,2	28	14,4	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	26	21,3	16,3	1015	1006,8	10,8	3,3	7,7	28,8	15,9	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	27	22,4	17,6	1013	1004,9	11,1	5,9	8,2	30	16,8	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	28	24,4	21,2	1011,2	1003,1	11,1	3,7	8,7	31	20	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	29	22,5	18,2	1012	1003,9	11,3	4,9	7,7	31,5	18	0	0	0	0
Paso_De_Los_Libres_Aero	872890	2013	4	30	20,7	16,3	1014,6	1006,3	10,8	4	6,2	27	16,5	0	1	0	0
Paso_De_Los_Libres_Aero	872890	2013	5	1	21,4	19,4	1013,3	1005,1	10,5	6,8	9,3	26,7	18,8	0	1	0	0
