Nombre Estacion	Provincia	Fecha	Estacion	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	Cluster_SOM_1
La_Plata	Buenos_Aires_NE	10321	Otonio	21,1	16,6	1009,5	1006,8	9,7	5,8	6,7	25,4	17,1	0	1	0	0	c_som_3_2
Santa_Rosa_Aero	La_Pampa	10321	Otonio	18,5	7,3	1013,9	991,5	17,7	4,6	6,7	25,7	14	0	0	0	0	c_som_3_2
Bahia_Blanca_Aero	Buenos_Aires_C	10321	Otonio	18,2	7,5	1012,5	1002,7	14,6	5,9	9,3	27	14,6	0	0	0	0	c_som_3_2
Iguazu_Aero	Misiones	10321	Otonio	20,9	19,6	1011,1	979,9	9,3	1,4	4,1	27	17,9	0	1	0	0	c_som_3_2
Catamarca_Aero_II	Catamarca	10321	Otonio	23,5	12,6	1008,4	957,3	20	4	7,7	30,7	15,9	0	0	0	0	c_som_3_1
Laboulaye_Aero	Cordoba_S	10322	Otonio	18,1	8,1	1015,8	999,7	10	1	2,1	27,3	10,8	0	0	0	0	c_som_2_2
San_Luis_Aero	San_Luis	10322	Otonio	21,2	12,8	1012,7	932,8	20	4,9	9,8	26,7	14,6	0	0	0	0	c_som_3_1
Iguazu_Aero	Misiones	10322	Otonio	21,7	18,3	1014,5	983,4	13	2,8	4,6	27,3	16	1	0	0	0	c_som_3_2
San_Antonio_Oeste_Aero	Rio_Negro_E	10322	Otonio	14,8	5	1015,4	1013	29,9	3,6	4,1	23,4	0,6	0	0	0	0	c_som_1_1
Dolores_Aero	Buenos_Aires_E	10322	Otonio	14,3	5,2	1015,9	1014,8	10	3,3	5,1	25,7	4,8	0	0	0	0	c_som_2_2
La_Rioja_Aero	La_Rioja	10322	Otonio	26,7	14,6	1009,9	961,9	20	3,1	4,1	31,5	18,2	0	0	0	0	c_som_3_1
Esquel_Aero	Chubut	10322	Otonio	12	3,1	1016,1	924,1	29,9	3,3	6,2	16,8	6	0	0	0	0	c_som_2_1
Paso_De_Los_Libres_Aero	Corrientes	10322	Otonio	21,8	17,1	1016,1	1007,8	11,1	1,9	6,2	28	14,4	0	0	0	0	c_som_3_2
Formosa_Aero	Formosa	10322	Otonio	22,2	17,9	1015	1008,1	12,1	2,6	5,7	29	16,4	0	0	0	0	c_som_3_2
Mar_Del_Plata_Aero	Buenos_Aires_E	10322	Otonio	14,1	4,8	1013,6	1011,1	9,8	2,8	6,2	24	5,5	0	0	0	0	c_som_2_2
San_Julian_Aero	Santa_Cruz_E	10322	Otonio	11,7	5,2	1011,8	1004,3	29,9	4,7	9,3	20	5,2	0	0	0	0	c_som_1_1
Mendoza_Aero	Mendoza	10322	Otonio	20,8	7	1012,4	933,8	11,4	1,3	3,1	26	14	0	0	0	0	c_som_3_1
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10322	Otonio	19,1	7,9	1016,2	1015,5	10,5	3,7	7,2	27,9	13,3	0	0	0	0	c_som_3_2
Oran_Aero	Salta	10322	Otonio	22,9	18,1	1013,5	971,5	10	1,5	4,1	30,6	16,8	0	0	0	0	c_som_3_2
San_Martin_Mza	Mendoza	10322	Otonio	19,2	5	1013,5	939,7	15	2,7	4,6	25,8	13,2	0	0	0	0	c_som_3_1
Bahia_Blanca_Aero	Buenos_Aires_C	10322	Otonio	15,7	-0,9	1015	1005	15	5,1	8,2	26,4	5,6	0	0	0	0	c_som_2_2
Rio_Gallegos_Aero	Santa_Cruz_S	10322	Otonio	10,3	-1,6	1007,5	1005,2	17,2	6,5	10,3	20,7	3	0	0	0	0	c_som_1_2
Catamarca_Aero_II	Catamarca	10322	Otonio	25,9	13,8	1009,4	958,6	20	10	12,3	32,5	19,5	0	0	0	0	c_som_3_1
San_Juan_Aero_II	San_Juan	10322	Otonio	20,5	7,6	1013,4	945,8	16,3	3,7	5,1	27,8	13	0	0	0	0	c_som_3_1
Ushuaia_Aero_II	Ushuaia	10322	Otonio	7,4	1,5	997,9	991	15,8	10,1	15,9	14	4,5	0	1	0	0	c_som_1_2
Trelew_Aero	Chubut	10322	Otonio	16,1	4,5	1012,2	1007,1	29,9	5,3	9,3	23,6	11	0	0	0	0	c_som_1_1
Cordoba_Aero	Cordoba_C	10322	Otonio	18,9	13,1	1015,6	958,7	10,6	3,7	7,7	27	10,9	0	0	0	0	c_som_3_1
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10322	Otonio	24,8	15,7	1013,8	991	13,5	2,1	5,1	32	16,6	0	0	0	0	c_som_3_2
Concordia_Aero	Entre_Rios	10322	Otonio	21,1	17,2	1016	1011,5	11,6	1,4	3,1	26,6	13,5	0	0	0	0	c_som_3_2
Rio_Cuarto_Aero	Cordoba_S	10322	Otonio	20,7	11,6	1015,2	966,6	12,6	6,1	9,3	27	12	0	1	0	0	c_som_3_1
Marcos_Juarez_Aero	Cordoba_E	10322	Otonio	21,2	12,3	1016,6	1003,2	20	3,4	5,1	29,7	13,7	0	0	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	10322	Otonio	17,7	11,6	1015,2	959,2	14,3	3,1	5,1	26,8	9,2	0	1	0	0	c_som_3_1
Sauce_Viejo_Aero	Santa_Fe	10322	Otonio	21,9	16,6	1015,6	1013,5	11,4	2	4,1	28,6	16,3	0	0	0	0	c_som_3_2
General_Pico_Aero	La_Pampa	10322	Otonio	16,8	6,9	1016,1	998,9	20	1,1	3,1	26,2	8	0	0	0	0	c_som_2_2
Junin_Aero	Buenos_Aires_N	10322	Otonio	18,2	7,8	1015,6	1006,1	11,7	1,8	2,6	26,7	9	0	0	0	0	c_som_2_2
Neuquen_Aero	Neuquen_E	10322	Otonio	13,6	3,1	1016,1	983,8	13,2	2,2	6,2	25	3,5	0	0	0	0	c_som_2_2
Ceres_Aero	Santa_Fe	10322	Otonio	22,4	15,7	1016	1005,7	10,8	2,8	4,6	29,5	15	0	0	0	0	c_som_3_2
Santa_Rosa_Aero	La_Pampa	10322	Otonio	15,7	3,4	1016,4	993,7	20,9	1,5	4,1	26,5	3,8	0	0	0	0	c_som_2_2
Villa_Dolores_Aero	Cordoba_O	10322	Otonio	22	11,6	1013,3	949,2	29,9	1,9	4,1	29	15,1	0	0	0	0	c_som_3_1
Resistencia_Aero	Chaco	10322	Otonio	21,8	17,9	1015,5	1009,3	9	1,3	4,1	27,8	15,8	1	0	0	0	c_som_3_2
Posadas_Aero	Misiones	10322	Otonio	22,9	16,5	1015,9	1001,4	13,5	2,3	5,1	29	17,2	0	0	0	0	c_som_3_2
Rosario_Aero	Santa_Fe	10322	Otonio	20,4	13,8	1015,8	1012,9	11,4	2,7	4,6	28,2	12	0	0	0	0	c_som_3_2
La_Plata	Buenos_Aires_NE	10322	Otonio	17,2	8,1	1016,3	1013,5	9,5	3	4,6	26,4	6,9	0	0	0	0	c_som_2_2
Monte_Caseros_Aero	Corrientes	10322	Otonio	21,3	17,1	1016,2	1009,8	14	1,4	2,6	28,2	15,8	0	0	0	0	c_som_3_2
Presidencia_R_S_Penia_Aero	Chaco	10322	Otonio	20,5	17	1015,1	1004,4	13,2	1,8	4,6	28,6	14,4	1	0	0	0	c_som_3_2
Tucuman_Aero_II	Tucuman	10322	Otonio	22,6	17,3	1012,4	961,9	11,9	2,8	6,2	30	17,6	0	0	0	0	c_som_3_1
Comodoro_Rivadavia_Aero	Chubut	10322	Otonio	16,8	6,3	1009,5	1004	14,8	8,1	12,3	21,2	9,7	0	0	0	0	c_som_1_2
Pilar	Cordoba_C	10322	Otonio	20,2	14,7	1016,2	977,1	14,8	2,9	6,7	27,4	11,8	0	0	0	0	c_som_3_2
Corrientes_Aero	Corrientes	10322	Otonio	22,3	17,9	1015,6	1008,3	9,3	1,8	5,1	27,8	16,8	1	0	0	0	c_som_3_2
Viedma_Aero	Rio_Negro_E	10322	Otonio	15,4	3,8	1013,2	1012,4	29,9	4,4	8,2	22,7	3	0	0	0	0	c_som_1_1
Gualeguaychu_Aero	Entre_Rios	10322	Otonio	20,7	13,1	1016,1	1013,4	15	1,2	2,1	26	13,2	0	0	0	0	c_som_3_2
Tandil_Aero	Buenos_Aires_C	10322	Otonio	12,7	2,2	1015,2	994,4	17,5	3	5,1	23,5	2,6	0	0	0	0	c_som_2_2
Azul_Aero	Buenos_Aires_C	10322	Otonio	13,2	2,7	1016,1	998,4	15	2,8	5,7	24,5	2,5	0	0	0	0	c_som_2_2
San_Rafael_Aero	Mendoza	10322	Otonio	16	7,4	1015,5	930,2	20	1,9	3,1	25,6	7,8	0	0	0	0	c_som_2_1
Chamical_Aero	La_Rioja	10322	Otonio	24,7	13,9	1012,2	960,2	20,8	1	2,1	30,4	18,8	0	0	0	0	c_som_3_1
Tartagal_Aero	Salta	10322	Otonio	24,3	16,1	1010,5	960,6	10	1	4,1	31	17,4	0	0	0	0	c_som_3_1
Reconquista_Aero	Santa_Fe	10322	Otonio	22,2	17,9	1015,9	1009,7	7,9	1,2	4,1	28	15,6	1	0	0	0	c_som_3_2
Ezeiza_Aero	Buenos_Aires_NE	10322	Otonio	17,1	7,2	1016,5	1014,1	10	1,8	4,6	27,5	7,6	0	0	0	0	c_som_2_2
Monte_Caseros_Aero	Corrientes	10323	Otonio	22,1	17,3	1017,4	1011,1	8,2	1,9	3,1	28,5	17	0	0	0	0	c_som_3_2
La_Rioja_Aero	La_Rioja	10323	Otonio	26,2	15,3	1011,3	963,3	20	4,4	8,2	31,6	18,5	0	0	0	0	c_som_3_1
Gualeguaychu_Aero	Entre_Rios	10323	Otonio	22	14,9	1017,5	1014,8	15	1,2	3,1	26,7	16	0	0	0	0	c_som_3_2
Reconquista_Aero	Santa_Fe	10323	Otonio	23,1	17,7	1016,1	1009,9	12,4	2,1	4,1	28,8	15,8	0	0	0	0	c_som_3_2
Paso_De_Los_Libres_Aero	Corrientes	10323	Otonio	22,2	17,8	1016,7	1008,5	10,9	3	8,2	28,1	16,6	0	0	0	0	c_som_3_2
Viedma_Aero	Rio_Negro_E	10323	Otonio	17,2	10,1	1017,7	1017,1	29,9	3,6	4,6	23,6	9,5	0	0	0	0	c_som_1_1
Ushuaia_Aero_II	Ushuaia	10323	Otonio	7,1	2,7	1006,4	999,4	17,4	3,7	11,3	11	2,6	0	1	0	0	c_som_1_2
Oran_Aero	Salta	10323	Otonio	24,2	19,6	1011	970,9	10	2,8	5,1	31,1	19,8	0	0	0	0	c_som_3_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10323	Otonio	19,8	14,2	1018,2	1017,5	9,5	1,6	4,1	23	17	0	1	0	0	c_som_3_2
Ceres_Aero	Santa_Fe	10323	Otonio	21,8	15,5	1016,6	1006,3	11,6	2,6	3,6	30,5	14	0	0	0	0	c_som_3_2
Marcos_Juarez_Aero	Cordoba_E	10323	Otonio	21,3	16,3	1017,2	1003,8	20	3,6	5,7	30,1	16,7	0	0	0	0	c_som_3_2
Bahia_Blanca_Aero	Buenos_Aires_C	10323	Otonio	16	7,7	1017,9	1008	15	4,3	8,2	26,8	6,2	0	0	0	0	c_som_2_2
Formosa_Aero	Formosa	10323	Otonio	23,2	16,8	1014,1	1007,1	13,4	3,2	7,7	30,1	16,6	0	0	0	0	c_som_3_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10323	Otonio	21,8	17,6	1014,8	991,9	11,1	1,6	3,1	26,1	19	0	1	0	0	c_som_3_2
Rio_Cuarto_Aero	Cordoba_S	10323	Otonio	19,7	15,4	1015,1	966,8	11,9	6	11,3	27,2	12	0	1	0	0	c_som_3_1
Esquel_Aero	Chubut	10323	Otonio	11,5	4,2	1017,2	925,2	29,9	2,2	5,1	19,4	5	0	0	0	0	c_som_2_1
Iguazu_Aero	Misiones	10323	Otonio	22,2	18,9	1013,9	982,9	13,5	1,6	4,1	30	16	0	0	0	0	c_som_3_2
Cordoba_Aero	Cordoba_C	10323	Otonio	18,4	14,1	1016,2	959,4	11,1	2,7	4,6	27,9	14,1	0	1	0	0	c_som_3_1
San_Martin_Mza	Mendoza	10323	Otonio	21,3	10,7	1013,5	939,9	15	1,6	2,6	28,6	13,9	0	0	0	0	c_som_3_1
Chamical_Aero	La_Rioja	10323	Otonio	22,9	15,5	1013,7	961,5	23,3	1,2	2,1	30,5	17,8	0	0	0	0	c_som_3_1
Laboulaye_Aero	Cordoba_S	10323	Otonio	21,3	14,5	1015,7	999,7	9,8	2,9	8,2	28,2	14,6	0	0	0	0	c_som_3_2
Corrientes_Aero	Corrientes	10323	Otonio	22,7	16,1	1015,2	1008	10	3,1	5,7	28	18	0	0	0	0	c_som_3_2
Santa_Rosa_Aero	La_Pampa	10323	Otonio	19,4	10,3	1016,3	993,9	31,2	3,2	5,1	28	10	0	0	0	0	c_som_1_1
Sauce_Viejo_Aero	Santa_Fe	10323	Otonio	23,1	17,8	1016,6	1014,5	12,1	2,1	3,6	29,2	18,7	0	0	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	10323	Otonio	14,7	7	1017,8	1016,8	10	2,3	3,1	24,1	6	0	0	0	0	c_som_2_2
San_Luis_Aero	San_Luis	10323	Otonio	22,9	15,7	1013,1	933,6	18,5	3,6	7,2	28	18,5	0	1	0	0	c_som_3_1
Neuquen_Aero	Neuquen_E	10323	Otonio	15,1	6,4	1016,7	984,7	11,9	0,8	2,6	27	5,5	0	0	0	0	c_som_2_2
Posadas_Aero	Misiones	10323	Otonio	22,9	14,4	1015,4	1000,9	13,2	2,4	5,1	29	16,2	0	0	0	0	c_som_3_2
Rio_Gallegos_Aero	Santa_Cruz_S	10323	Otonio	11,4	4,5	1008,7	1006,4	16,6	2,8	8,2	20	5	0	1	0	0	c_som_2_2
Villa_Reynolds_Aero	San_Luis	10323	Otonio	19,6	14,8	1014,9	959,2	10	2,3	8,2	28,1	11,6	0	0	0	0	c_som_3_1
Mendoza_Aero	Mendoza	10323	Otonio	22,6	10,4	1012,1	934	11,9	1,1	3,1	29,6	15,8	0	0	0	0	c_som_3_1
Tartagal_Aero	Salta	10323	Otonio	23,9	17,5	1010,2	960,4	10	0,8	3,1	31,5	21,6	0	0	0	0	c_som_3_1
Comodoro_Rivadavia_Aero	Chubut	10323	Otonio	16,6	8,4	1014,3	1008,8	15	4,2	7,2	24	10,5	0	0	0	0	c_som_2_2
Pilar	Cordoba_C	10323	Otonio	19,9	15,2	1016,9	977,9	16,1	3,3	6,7	28,9	15,5	0	1	0	0	c_som_3_2
Ezeiza_Aero	Buenos_Aires_NE	10323	Otonio	18,8	13,6	1018	1015,6	8,5	1,4	3,6	25,8	13,2	0	1	0	0	c_som_3_2
Presidencia_R_S_Penia_Aero	Chaco	10323	Otonio	22,5	16,9	1014,6	1003,9	20	3	6,7	29,2	17,2	0	0	0	0	c_som_3_2
Azul_Aero	Buenos_Aires_C	10323	Otonio	15,4	5,2	1017,8	1000,2	15	1,4	3,6	25,4	4,1	0	0	0	0	c_som_2_2
Rosario_Aero	Santa_Fe	10323	Otonio	21,4	17	1016,8	1014	9,7	2,3	6,7	28,9	16	0	0	0	0	c_som_3_2
San_Antonio_Oeste_Aero	Rio_Negro_E	10323	Otonio	17,1	11,4	1019,5	1017,1	29,9	3,5	4,6	25,2	11,8	0	0	0	0	c_som_1_1
San_Julian_Aero	Santa_Cruz_E	10323	Otonio	16,2	6,8	1010,4	1003	29,9	5,2	6,7	23,6	7,9	0	0	0	0	c_som_1_1
Catamarca_Aero_II	Catamarca	10323	Otonio	25	14,8	1010,3	959,5	20	5,5	8,2	31	20,7	0	0	0	0	c_som_3_1
Junin_Aero	Buenos_Aires_N	10323	Otonio	19,3	14,3	1016,4	1006,9	10,5	2,6	4,6	26,7	14,5	0	1	0	0	c_som_3_2
Villa_Dolores_Aero	Cordoba_O	10323	Otonio	22,1	13,7	1014,1	950	22,5	2,7	4,1	28,5	16	0	1	0	0	c_som_3_1
La_Plata	Buenos_Aires_NE	10323	Otonio	18,1	12,7	1018	1015,3	9,5	1,8	2,6	24,7	11,4	0	1	0	0	c_som_3_2
Resistencia_Aero	Chaco	10323	Otonio	22,8	16,3	1015,2	1009	11,7	2	4,6	28,8	17,3	0	0	0	0	c_som_3_2
Tandil_Aero	Buenos_Aires_C	10323	Otonio	14,3	5,4	1017,4	996,6	17,5	0,9	2,6	24,3	4	0	0	0	0	c_som_2_2
Trelew_Aero	Chubut	10323	Otonio	15	9,2	1017,8	1012,7	25,6	4,5	9,8	24,6	6	0	0	0	0	c_som_1_1
San_Rafael_Aero	Mendoza	10323	Otonio	19,9	12,1	1014,4	930,3	18,5	2,7	5,1	26,8	10,8	0	1	0	0	c_som_3_1
San_Juan_Aero_II	San_Juan	10323	Otonio	22,4	10,2	1013,1	945,7	18,8	1,6	3,6	29,7	13,8	0	0	0	0	c_som_3_1
Mar_Del_Plata_Aero	Buenos_Aires_E	10323	Otonio	13,3	9,8	1017,2	1014,7	10,3	3,2	7,7	24	5,7	0	0	0	0	c_som_2_2
General_Pico_Aero	La_Pampa	10323	Otonio	21,7	14	1015,4	998,6	20	2,5	5,1	27,8	14,6	0	0	0	0	c_som_3_2
Concordia_Aero	Entre_Rios	10323	Otonio	22,4	17,9	1017,1	1012,7	15	1	3,6	28	16	0	0	0	0	c_som_3_2
Tucuman_Aero_II	Tucuman	10323	Otonio	21,9	17,8	1013,2	962,7	10,9	3,2	5,1	29,6	17,3	0	1	0	0	c_som_3_1
Iguazu_Aero	Misiones	10324	Otonio	21,8	20,2	1010,2	979,3	12,7	2,7	6,2	30,2	17,2	0	1	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	10324	Otonio	19,1	12,2	1010,9	955,7	12,6	3,8	5,7	30,1	12,1	0	1	0	0	c_som_3_1
Mar_Del_Plata_Aero	Buenos_Aires_E	10324	Otonio	15,7	12,7	1015,3	1012,8	7,9	2,7	6,7	23	10	1	0	0	0	c_som_2_2
Pilar	Cordoba_C	10324	Otonio	19,7	14,3	1013,3	974,2	15,3	1,5	6,7	26,5	13,2	0	0	0	0	c_som_3_1
Concordia_Aero	Entre_Rios	10324	Otonio	22,2	16,1	1013,7	1009,3	15	2,5	4,6	28	16,3	0	0	0	0	c_som_3_2
Bahia_Blanca_Aero	Buenos_Aires_C	10324	Otonio	19,1	12,9	1010,8	1001	12,1	7,7	11,3	27,5	13,5	0	1	0	0	c_som_3_2
Posadas_Aero	Misiones	10324	Otonio	23,6	15,4	1011,3	996,9	13,8	3,3	7,7	29,5	19,4	0	0	0	0	c_som_3_2
Villa_Dolores_Aero	Cordoba_O	10324	Otonio	20,1	12,2	1011,6	947,2	29,9	3,1	5,7	28,6	13,9	0	0	0	0	c_som_3_1
San_Julian_Aero	Santa_Cruz_E	10324	Otonio	16,7	7,1	996	988,7	29,9	5,4	9,3	24	12	0	0	0	0	c_som_1_1
Trelew_Aero	Chubut	10324	Otonio	17,9	9	1004,8	999,8	29,4	6	9,8	24,5	11,4	0	0	0	0	c_som_1_1
Rio_Cuarto_Aero	Cordoba_S	10324	Otonio	19,6	14,8	1011	962,7	12,1	5,9	10,8	26,8	14	0	0	0	0	c_som_3_1
Presidencia_R_S_Penia_Aero	Chaco	10324	Otonio	22,9	15,9	1011	1000,3	20	2	3,1	29,8	14,7	0	0	0	0	c_som_3_2
San_Martin_Mza	Mendoza	10324	Otonio	20,5	15,1	1009,6	936,6	13,2	1,9	4,1	30,2	12,3	0	1	0	0	c_som_3_1
Viedma_Aero	Rio_Negro_E	10324	Otonio	19,7	12,1	1007,4	1006,5	29,9	4,9	8,2	25,5	13,7	0	0	0	0	c_som_1_1
Esquel_Aero	Chubut	10324	Otonio	13,1	4,3	1006,1	915,7	26,9	5,4	12,9	14,2	5	0	1	0	0	c_som_2_1
Rosario_Aero	Santa_Fe	10324	Otonio	21,9	16,3	1013	1010,1	10,3	2,8	6,7	29	14,9	0	0	0	0	c_som_3_2
Ezeiza_Aero	Buenos_Aires_NE	10324	Otonio	20,2	14,5	1015,1	1012,7	10	2,9	5,1	26	13,8	0	0	0	0	c_som_3_2
Chamical_Aero	La_Rioja	10324	Otonio	22	14,7	1010,6	958,1	20,8	1,9	3,1	28,8	15,8	0	0	0	0	c_som_3_1
Marcos_Juarez_Aero	Cordoba_E	10324	Otonio	20,8	16,2	1013,6	1000,3	15,6	3,8	8,2	29,4	13,2	0	0	0	0	c_som_3_2
Mendoza_Aero	Mendoza	10324	Otonio	22,7	12,8	1007,7	930,1	12,4	2,5	6,2	30	17,6	0	1	0	0	c_som_3_1
San_Antonio_Oeste_Aero	Rio_Negro_E	10324	Otonio	17,3	12,1	1010,8	1008,4	29,9	2,9	5,1	19,2	13,7	0	1	0	0	c_som_1_1
Resistencia_Aero	Chaco	10324	Otonio	22,9	18,2	1010,9	1004,8	10,8	1,4	3,6	29	17,7	0	0	0	0	c_som_3_2
Cordoba_Aero	Cordoba_C	10324	Otonio	18,9	12,7	1012,6	955,8	11,3	4,2	8,7	26,4	12	0	0	0	0	c_som_3_1
Comodoro_Rivadavia_Aero	Chubut	10324	Otonio	17,8	6,8	1000,4	995	17,1	5,2	11,3	23,9	11,5	0	1	0	0	c_som_1_2
Oran_Aero	Salta	10324	Otonio	23,2	19,1	1010,2	970,1	10	0,8	3,1	26,8	19,2	0	0	0	0	c_som_3_2
Paso_De_Los_Libres_Aero	Corrientes	10324	Otonio	22,6	16,1	1012,7	1004,5	10,8	6,5	10,3	28,3	17	0	0	0	0	c_som_3_2
General_Pico_Aero	La_Pampa	10324	Otonio	21,1	14,4	1010,9	994,2	23,8	2,4	5,1	28	14,5	0	0	0	0	c_som_3_2
Monte_Caseros_Aero	Corrientes	10324	Otonio	21,9	16,3	1013,9	1007,6	17,5	2,5	3,1	29	16,3	0	0	0	0	c_som_3_2
Junin_Aero	Buenos_Aires_N	10324	Otonio	19,4	15	1012,7	1003,1	9,8	5,1	11,3	28,2	12,8	0	0	0	0	c_som_3_2
Tucuman_Aero_II	Tucuman	10324	Otonio	20,4	15,8	1011,7	960,7	12,4	2,6	4,1	26	13,9	0	0	0	0	c_som_3_1
Tartagal_Aero	Salta	10324	Otonio	23,4	17,4	1009	959	10	1	4,1	28	18,9	0	0	0	0	c_som_3_1
Catamarca_Aero_II	Catamarca	10324	Otonio	23,6	13,4	1008	956,9	20	4,8	9,3	31,3	17,1	0	0	0	0	c_som_3_1
La_Plata	Buenos_Aires_NE	10324	Otonio	18,8	14,5	1014,9	1012,2	7,7	2,8	4,6	25,5	10,7	1	0	0	0	c_som_3_2
Sauce_Viejo_Aero	Santa_Fe	10324	Otonio	23,5	18,2	1013,2	1011,1	12,1	2,8	4,1	28,5	18,2	0	0	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	10324	Otonio	18,1	12,7	1016,4	1015,4	8,4	3,9	8,2	25	10,6	1	0	0	0	c_som_3_2
Ceres_Aero	Santa_Fe	10324	Otonio	21,7	15,4	1013,5	1003,2	10,1	2,1	5,7	29	14,8	0	0	0	0	c_som_3_2
San_Luis_Aero	San_Luis	10324	Otonio	20,7	11,4	1010,1	930,4	20	3,9	10,8	29,2	15	0	1	0	0	c_som_3_1
Tandil_Aero	Buenos_Aires_C	10324	Otonio	16,9	13	1014,5	994	13	4,3	7,2	25,4	12,4	1	0	0	0	c_som_3_2
Formosa_Aero	Formosa	10324	Otonio	24,4	17,4	1010,1	1003,1	14,5	2,4	4,1	30,1	16,5	0	0	0	0	c_som_3_2
Gualeguaychu_Aero	Entre_Rios	10324	Otonio	22,6	15,3	1013,3	1010,7	15	2,4	4,1	27,9	15,5	0	0	0	0	c_som_3_2
Laboulaye_Aero	Cordoba_S	10324	Otonio	19,9	13,1	1011,9	995,9	10	2,3	7,2	28	12,7	0	0	0	0	c_som_3_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10324	Otonio	18,7	15,4	1013,4	990,2	7,7	0,5	3,6	27,8	13	1	0	0	0	c_som_3_2
Neuquen_Aero	Neuquen_E	10324	Otonio	17,5	6,8	1009,2	977,7	12,7	4	11,8	27,5	9,2	0	0	0	0	c_som_1_2
Ushuaia_Aero_II	Ushuaia	10324	Otonio	10,3	7	989,9	983,1	15,8	4,9	18	14	4,2	0	1	0	0	c_som_1_2
Corrientes_Aero	Corrientes	10324	Otonio	23,1	18	1010,9	1003,7	10,5	2,2	4,6	29	18	0	0	0	0	c_som_3_2
Santa_Rosa_Aero	La_Pampa	10324	Otonio	21,2	13,5	1009,8	987,7	29,9	4,2	8,2	26,3	12,8	0	0	0	0	c_som_1_1
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10324	Otonio	20,8	15,8	1014,9	1014,1	10,1	2,7	5,7	23,4	17,2	0	0	0	0	c_som_3_2
Azul_Aero	Buenos_Aires_C	10324	Otonio	16,8	11,7	1014,2	996,8	14,2	3,4	5,7	26	9,1	0	0	0	0	c_som_2_2
Rio_Gallegos_Aero	Santa_Cruz_S	10324	Otonio	14,5	4,8	992,7	990,5	17,1	9,5	17,5	20,3	9,9	0	1	0	0	c_som_1_2
San_Rafael_Aero	Mendoza	10324	Otonio	19,8	12,6	1009,6	926	20	3,3	7,2	29,4	13,9	0	1	0	0	c_som_3_1
Reconquista_Aero	Santa_Fe	10324	Otonio	23,7	17,5	1012,3	1006,2	11,6	2,6	5,1	29,3	18,5	0	0	0	0	c_som_3_2
San_Juan_Aero_II	San_Juan	10324	Otonio	23,6	11,9	1007,9	941,4	15	3,2	7,2	31,2	16,5	0	1	0	0	c_som_3_1
San_Martin_Mza	Mendoza	10325	Otonio	19,6	10,4	1013,3	939,7	15	2,6	3,1	27,6	15,6	0	0	0	0	c_som_3_1
General_Pico_Aero	La_Pampa	10325	Otonio	18,6	8,7	1012,9	996	19,8	4,6	10,3	29,1	10	0	1	0	0	c_som_1_2
Santa_Rosa_Aero	La_Pampa	10325	Otonio	18,6	4,3	1013	990,7	24,5	3,6	6,2	28,2	12,9	0	0	0	0	c_som_1_1
Tucuman_Aero_II	Tucuman	10325	Otonio	22,1	17,8	1009,7	959,3	10,3	1,5	4,1	28	15,6	0	0	0	0	c_som_3_1
Comodoro_Rivadavia_Aero	Chubut	10325	Otonio	16,3	3,5	1009,2	1003,7	15,8	6,9	11,8	23,6	9,8	0	0	0	0	c_som_1_2
Mendoza_Aero	Mendoza	10325	Otonio	20,7	8,1	1012,4	934,3	11,9	3	7,7	28,6	17,4	0	0	0	0	c_som_3_1
Sauce_Viejo_Aero	Santa_Fe	10325	Otonio	21,4	15,9	1012,1	1009,9	12,1	2,5	5,1	29	16	0	0	0	0	c_som_3_2
Azul_Aero	Buenos_Aires_C	10325	Otonio	18,4	13,1	1011	993,8	14,2	4,4	7,2	27	12,6	0	1	0	0	c_som_3_2
Resistencia_Aero	Chaco	10325	Otonio	23,8	18,8	1010,1	1004,1	10,8	1,4	3,1	29,5	17	0	0	0	0	c_som_3_2
Junin_Aero	Buenos_Aires_N	10325	Otonio	19,2	13,8	1011,5	1002	9,7	3	5,1	29,6	13,8	0	1	0	0	c_som_3_2
Pilar	Cordoba_C	10325	Otonio	19,8	13,2	1014,1	975,1	16,9	1,3	2,6	27,2	14,4	0	0	0	0	c_som_3_2
Tartagal_Aero	Salta	10325	Otonio	24,9	18,1	1007	957,2	10	1,8	3,1	29,2	18,6	0	1	0	0	c_som_3_1
Presidencia_R_S_Penia_Aero	Chaco	10325	Otonio	22,3	17,3	1009,7	999,1	20	2,2	3,6	30,6	17	0	0	0	0	c_som_3_2
Cordoba_Aero	Cordoba_C	10325	Otonio	18,3	12,3	1013,1	956,3	10,9	2,3	4,6	27,1	12,9	0	1	0	0	c_som_3_1
