Nombre Estacion	Provincia	Fecha	Estacion	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	Cluster_SOM_1
Cordoba_Aero	Cordoba_C	10518	Otonio	10	4,4	1021,2	962,5	9,5	3,2	9,3	17,3	6	0	1	0	0	c_som_2_1
San_Juan_Aero_II	San_Juan	10518	Otonio	12,3	2	1018,1	948,1	15	2,8	5,1	17,3	0,8	0	0	0	0	c_som_2_1
Ceres_Aero	Santa_Fe	10518	Otonio	12,1	6,2	1021,7	1011	12,1	3,2	4,1	17,3	10,4	0	1	0	0	c_som_2_2
Laboulaye_Aero	Cordoba_S	10518	Otonio	9,2	5,1	1022	1005,2	10	5,4	7,2	16,9	-0,1	0	1	0	0	c_som_2_2
Paso_De_Los_Libres_Aero	Corrientes	10518	Otonio	12,3	8,6	1022,2	1013,7	10,5	4,9	7,2	15,2	8,4	0	1	0	0	c_som_2_2
San_Julian_Aero	Santa_Cruz_E	10518	Otonio	5,7	-0,2	1017,2	1009,4	29,9	3,6	6,2	11,8	0	0	0	0	0	c_som_1_1
San_Luis_Aero	San_Luis	10518	Otonio	9,6	5	1019	935,9	17,1	2,2	4,1	16	6,7	0	1	0	0	c_som_2_1
Posadas_Aero	Misiones	10518	Otonio	14,3	9,8	1020,6	1005,5	13,4	2	3,1	24,7	7,7	0	1	0	0	c_som_2_2
San_Rafael_Aero	Mendoza	10518	Otonio	8,2	4,1	1018,5	931,1	18,3	2,2	4,1	16,3	1,4	0	1	0	0	c_som_2_1
Esquel_Aero	Chubut	10518	Otonio	1,9	-1,4	1021,1	925,6	15,4	0,9	2,6	12	-5,6	1	0	0	0	c_som_2_1
Oran_Aero	Salta	10518	Otonio	14,2	8,8	1016,8	975,3	10	1	2,1	16,6	11,8	0	0	0	0	c_som_2_2
Rio_Gallegos_Aero	Santa_Cruz_S	10518	Otonio	5,2	0,9	1012,3	1010	17,2	3,6	6,2	12,8	1	0	0	0	0	c_som_2_2
Trelew_Aero	Chubut	10518	Otonio	7,4	-1,6	1017,8	1012,5	29,9	1,9	2,6	16,8	0	0	0	0	0	c_som_1_1
San_Antonio_Oeste_Aero	Rio_Negro_E	10518	Otonio	9,4	-1,6	1020,1	1017,6	29,9	4	6,2	18,9	1,4	0	0	0	0	c_som_1_1
La_Rioja_Aero	La_Rioja	10518	Otonio	15,2	7,6	1016,1	964,6	20	2,2	4,6	18,5	5	0	0	0	0	c_som_2_1
Villa_Dolores_Aero	Cordoba_O	10518	Otonio	11,1	5,1	1019,4	952,6	17,5	1,4	2,1	16,9	8,3	0	1	0	0	c_som_2_1
Monte_Caseros_Aero	Corrientes	10518	Otonio	12,4	7,4	1023	1016,4	17,5	3,5	4,1	15,8	7,5	0	0	0	0	c_som_2_2
Tucuman_Aero_II	Tucuman	10518	Otonio	11,6	7,4	1018,5	965,8	10,8	1,5	3,1	15	9	0	1	0	0	c_som_2_2
Mendoza_Aero	Mendoza	10518	Otonio	10,4	5,7	1017,7	936,1	9,2	0,8	2,6	16	2,6	0	1	0	0	c_som_2_1
Corrientes_Aero	Corrientes	10518	Otonio	13	10,1	1020,2	1012,7	9,3	2,3	5,1	16,5	9,6	0	1	0	0	c_som_2_2
Bahia_Blanca_Aero	Buenos_Aires_C	10518	Otonio	7,9	0,5	1021,7	1011,4	15	5,8	8,2	17,4	3,2	0	0	0	0	c_som_2_2
Formosa_Aero	Formosa	10518	Otonio	14,4	12,3	1019,1	1012	11,6	3	6,7	19,5	10,3	0	1	0	0	c_som_2_2
La_Plata	Buenos_Aires_NE	10518	Otonio	9,6	6,1	1025,4	1022,6	9,5	2,2	4,1	14,6	2,6	0	1	0	0	c_som_2_2
Villa_Reynolds_Aero	San_Luis	10518	Otonio	10,4	5,6	1019,7	962,2	10	2,1	5,7	19,3	0,4	0	1	0	0	c_som_2_1
Iguazu_Aero	Misiones	10518	Otonio	16,6	15,8	1019,8	987,9	11,4	2,5	4,1	21	7,9	0	1	0	0	c_som_3_2
Reconquista_Aero	Santa_Fe	10518	Otonio	13,1	9,6	1021	1014,6	12,4	2,7	5,1	16,3	10,5	0	1	0	0	c_som_2_2
Neuquen_Aero	Neuquen_E	10518	Otonio	4,7	-0,6	1020,2	986,9	11,9	1,3	4,1	14	-3,6	0	0	0	0	c_som_2_2
San_Martin_Mza	Mendoza	10518	Otonio	10,2	5,2	1018,3	941,8	13,2	2,3	3,6	17	1,9	0	1	0	0	c_som_2_1
Rosario_Aero	Santa_Fe	10518	Otonio	10,6	7,9	1023,7	1020,7	9,7	2	5,1	16,1	1,9	0	1	0	0	c_som_2_2
Resistencia_Aero	Chaco	10518	Otonio	12,7	10,3	1019,8	1013,5	9,3	1,5	4,6	17,4	11	0	1	0	0	c_som_2_2
Marcos_Juarez_Aero	Cordoba_E	10518	Otonio	10,2	6,1	1023,6	1009,7	17,5	4,8	6,2	15,7	-1,3	0	1	0	0	c_som_2_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10518	Otonio	14,8	5,1	1019,5	995,7	10,9	1,4	2,6	18,6	11,7	0	0	0	0	c_som_2_2
El_Bolson	Rio_Negro_O	10518	Otonio	2,3	0,4	1023,7	981,8	12,4	0,4	2,1	7,4	-4,1	1	0	0	0	c_som_2_1
Catamarca_Aero_II	Catamarca	10518	Otonio	14,5	2,4	1015,5	962,4	20	5,5	8,7	19,3	9,4	0	0	0	0	c_som_2_1
Tucuman_Aero_II	Tucuman	10519	Otonio	13,1	6,9	1021,1	968,2	11,3	2,9	4,1	20	6	0	0	0	0	c_som_2_2
Corrientes_Aero	Corrientes	10519	Otonio	14,6	13	1019,4	1011,9	8,7	3,2	4,6	16	11,6	0	1	0	0	c_som_2_2
Azul_Aero	Buenos_Aires_C	10519	Otonio	8,1	7,5	1024,9	1006,7	7,6	1,8	4,1	11,5	0,3	0	1	0	0	c_som_2_2
Santa_Rosa_Aero	La_Pampa	10519	Otonio	9,5	8,1	1022,6	999,4	9,2	2,8	4,6	13,4	7,5	0	1	0	0	c_som_2_2
Reconquista_Aero	Santa_Fe	10519	Otonio	13,4	12,9	1020,6	1014,2	2,1	1,8	4,1	14,9	12,3	0	1	0	0	c_som_2_2
Comodoro_Rivadavia_Aero	Chubut	10519	Otonio	10,2	2,9	1018,4	1012,7	15,1	3,3	6,7	17,1	1,8	0	0	0	0	c_som_2_2
Ushuaia_Aero_II	Ushuaia	10519	Otonio	7,6	1,6	1006,4	999,4	18	4	10,8	12	4,4	0	0	0	0	c_som_1_2
Posadas_Aero	Misiones	10519	Otonio	17,8	16,4	1018,6	1004,1	10,6	2,2	5,7	22	14,9	0	1	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	10519	Otonio	10,1	8,3	1024,9	1023,7	9,8	1,8	4,1	14	6,5	0	1	0	0	c_som_2_2
San_Luis_Aero	San_Luis	10519	Otonio	10,6	6,1	1023	939,4	17,5	1,9	3,1	16,5	4,5	1	0	0	0	c_som_2_1
Paso_De_Los_Libres_Aero	Corrientes	10519	Otonio	13,9	12,9	1019,5	1011	8,4	4	6,7	15	13	0	1	0	0	c_som_3_2
Viedma_Aero	Rio_Negro_E	10519	Otonio	7,6	3,7	1021,1	1020,2	27,5	1,6	2,6	17	-1,8	0	0	0	0	c_som_1_1
Tartagal_Aero	Salta	10519	Otonio	13,8	10,6	1018,2	966,1	7,4	1,8	5,1	16,8	11,4	0	1	0	0	c_som_2_2
La_Rioja_Aero	La_Rioja	10519	Otonio	15,2	8,8	1020,7	970,2	20	1,3	2,6	20,8	3	0	0	0	0	c_som_2_1
San_Martin_Mza	Mendoza	10519	Otonio	11,9	6,2	1023	946,3	15	2,2	3,6	17,9	7,6	0	0	0	0	c_som_2_1
Junin_Aero	Buenos_Aires_N	10519	Otonio	9,5	8,4	1023	1013,1	6,9	1,9	4,6	11,8	7,8	1	1	0	0	c_som_2_2
Catamarca_Aero_II	Catamarca	10519	Otonio	11,8	3,2	1020,2	966,6	20	1,8	3,6	20,7	3	0	0	0	0	c_som_2_1
Gualeguaychu_Aero	Entre_Rios	10519	Otonio	12	10,2	1022,2	1019,5	11,1	0,8	1	15	8,9	0	1	0	0	c_som_2_2
Trelew_Aero	Chubut	10519	Otonio	6,3	1,5	1021,2	1015,9	20,1	1,5	5,1	18,2	-1	1	0	0	0	c_som_2_2
Sauce_Viejo_Aero	Santa_Fe	10519	Otonio	11,1	9,9	1022,1	1019,9	6,3	3	5,1	12,8	9,4	0	1	0	0	c_som_2_2
Bahia_Blanca_Aero	Buenos_Aires_C	10519	Otonio	8,8	6,7	1023,1	1012,9	13,2	4,5	6,2	14,8	5,2	0	1	0	0	c_som_2_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10519	Otonio	13,7	7,2	1021,6	998	13,2	1,5	2,6	19,8	5,6	0	0	0	0	c_som_2_2
Tandil_Aero	Buenos_Aires_C	10519	Otonio	7,6	7,1	1024,8	1003,3	3,9	1,8	2,6	10,6	-1	0	1	0	0	c_som_2_2
Iguazu_Aero	Misiones	10519	Otonio	19,9	19	1018,1	986,6	11,1	2,1	5,1	23	16,2	0	0	0	0	c_som_3_2
Rio_Gallegos_Aero	Santa_Cruz_S	10519	Otonio	5,2	1,4	1011	1008,7	17,5	1,5	5,7	11	-1,3	0	0	0	0	c_som_2_2
La_Plata	Buenos_Aires_NE	10519	Otonio	10,9	9	1023,8	1021	10	1,1	2,6	13,5	8,6	0	0	0	0	c_som_2_2
Rosario_Aero	Santa_Fe	10519	Otonio	11,1	9,5	1022,8	1019,8	10,9	2,6	4,6	14	8,5	0	1	0	0	c_som_2_2
Villa_Dolores_Aero	Cordoba_O	10519	Otonio	11,5	4,4	1022,3	955,2	17,5	1,8	3,1	18,5	3,9	0	0	0	0	c_som_2_1
Monte_Caseros_Aero	Corrientes	10519	Otonio	13,4	12,4	1020,7	1014,2	13	2,7	3,6	14,4	11	0	1	0	0	c_som_2_2
Esquel_Aero	Chubut	10519	Otonio	1,3	-2	1022,9	927,2	17,5	1	5,1	12,5	-3,2	0	0	0	0	c_som_2_1
Mar_Del_Plata_Aero	Buenos_Aires_E	10519	Otonio	9,9	8,2	1025,1	1022,6	7,1	1,2	4,1	13	3,8	0	1	0	0	c_som_2_2
Laboulaye_Aero	Cordoba_S	10519	Otonio	9,4	7,1	1023	1006,2	7,6	0,9	3,1	12,9	5,7	1	0	0	0	c_som_2_2
Cordoba_Aero	Cordoba_C	10519	Otonio	9,1	5,5	1023,1	963,8	7,7	1,5	3,6	17	1,6	1	0	0	0	c_som_2_1
Oran_Aero	Salta	10519	Otonio	15,6	10,5	1017,4	976	10	2,8	4,1	19,7	12	0	0	0	0	c_som_2_2
Ezeiza_Aero	Buenos_Aires_NE	10519	Otonio	10,6	8,7	1024,2	1021,7	8,7	1	2,1	13,2	9	0	1	0	0	c_som_2_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10519	Otonio	12,5	7,7	1023,6	1022,9	10	2,8	4,1	14,2	10,4	0	1	0	0	c_som_2_2
Ceres_Aero	Santa_Fe	10519	Otonio	12,4	9,8	1022,2	1011,4	9,7	3,1	5,7	15	11	0	1	0	0	c_som_2_2
Formosa_Aero	Formosa	10519	Otonio	15,9	15,1	1018,5	1011,2	10,9	2,9	4,6	17	11,7	0	1	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	10519	Otonio	10,3	7,2	1023	965,2	12,6	2,4	6,7	17,2	4,8	0	0	0	0	c_som_2_1
General_Pico_Aero	La_Pampa	10519	Otonio	9,4	8,4	1022,8	1005,2	11,3	2,9	4,1	12,9	7,8	0	1	0	0	c_som_2_2
Pilar	Cordoba_C	10519	Otonio	9,6	7	1023,7	982,9	10,8	1,9	4,1	15,2	5,6	1	0	0	0	c_som_2_2
San_Julian_Aero	Santa_Cruz_E	10519	Otonio	11,2	4,6	1014,7	1007	29,9	5,8	9,3	15,2	1,8	0	0	0	0	c_som_1_1
Concordia_Aero	Entre_Rios	10519	Otonio	12,6	11,9	1020,9	1016,3	6,9	3,2	4,1	15,2	10	0	1	0	0	c_som_2_2
San_Antonio_Oeste_Aero	Rio_Negro_E	10519	Otonio	6,2	1,2	1023,8	1021,3	29,9	2	3,6	16,9	-2	0	0	0	0	c_som_1_1
Presidencia_R_S_Penia_Aero	Chaco	10519	Otonio	13,7	12,6	1020,2	1009,1	9,8	3,2	4,6	16,5	10,4	1	1	0	0	c_som_2_2
San_Juan_Aero_II	San_Juan	10519	Otonio	12,3	4,9	1023,1	953	15,6	2,1	4,6	18,2	5	0	0	0	0	c_som_2_1
Mendoza_Aero	Mendoza	10519	Otonio	12,3	7	1022,1	940,5	11,9	0,8	2,6	18	7,7	0	1	0	0	c_som_2_1
Marcos_Juarez_Aero	Cordoba_E	10519	Otonio	10,2	8,2	1024	1010	18,8	2,5	5,1	12,2	8,2	0	1	0	0	c_som_2_2
Chamical_Aero	La_Rioja	10519	Otonio	12,7	3,4	1022,4	967,5	24,1	0,4	1,5	20,7	2,2	0	0	0	0	c_som_2_1
Resistencia_Aero	Chaco	10519	Otonio	14,2	13,1	1019,6	1013,3	11,1	2,6	4,1	15,5	10,9	0	1	0	0	c_som_2_2
Rio_Cuarto_Aero	Cordoba_S	10519	Otonio	8,9	4,9	1022,4	971,8	11,6	4,4	7,7	17	3	0	0	0	0	c_som_2_1
San_Rafael_Aero	Mendoza	10519	Otonio	10,3	6,3	1022,9	935,3	17,5	2,1	3,1	17,3	4,6	1	1	0	0	c_som_2_1
Neuquen_Aero	Neuquen_E	10519	Otonio	10,2	3,7	1021,7	988,8	12,9	1,3	2,6	18	-2,8	0	0	0	0	c_som_2_2
San_Martin_Mza	Mendoza	10520	Otonio	10,3	4,8	1019,4	943	15	1,5	3,1	18,9	4,5	0	0	0	0	c_som_2_1
Pilar	Cordoba_C	10520	Otonio	9,8	6,1	1022,9	982,1	7,4	1,9	4,1	18,5	2,4	1	0	0	0	c_som_2_2
Neuquen_Aero	Neuquen_E	10520	Otonio	7,9	2,6	1018	985,1	10,8	0,8	3,6	18,6	1	0	0	0	0	c_som_2_2
Tucuman_Aero_II	Tucuman	10520	Otonio	12,4	7,2	1020,6	968,7	9,8	2,8	4,1	20,1	6	1	0	0	0	c_som_2_2
Gualeguaychu_Aero	Entre_Rios	10520	Otonio	12,4	9,3	1021,1	1018,3	11,1	3,1	5,1	16	8,9	0	0	0	0	c_som_2_2
Presidencia_R_S_Penia_Aero	Chaco	10520	Otonio	13,6	12,1	1020,5	1009,4	15,9	2,2	3,1	17,2	11,8	0	1	0	0	c_som_2_2
Paso_De_Los_Libres_Aero	Corrientes	10520	Otonio	14,8	13,3	1019,6	1011,2	8,7	4,5	6,7	18	12,9	0	1	0	0	c_som_3_2
El_Bolson	Rio_Negro_O	10520	Otonio	7,2	3,9	1019	978,5	22,5	1,9	6,2	12,4	1,7	1	0	0	0	c_som_1_1
Chamical_Aero	La_Rioja	10520	Otonio	13,3	5,3	1020	965,5	20,8	0,5	2,1	21,3	5,1	0	0	0	0	c_som_2_1
Azul_Aero	Buenos_Aires_C	10520	Otonio	9	7,6	1022,8	1004,7	6,6	0,7	1	10,6	7,5	1	0	0	0	c_som_2_2
Cordoba_Aero	Cordoba_C	10520	Otonio	9,1	4,6	1022,4	963,2	9,2	3,1	6,2	19,3	1,9	0	0	0	0	c_som_2_1
Villa_Dolores_Aero	Cordoba_O	10520	Otonio	10,8	4,4	1021,4	954,4	29,9	2,3	4,1	19,5	4,6	0	0	0	0	c_som_1_1
Tandil_Aero	Buenos_Aires_C	10520	Otonio	7,8	6,7	1022,5	1001,1	8,9	1,1	3,1	11,4	2	1	0	0	0	c_som_2_2
Rosario_Aero	Santa_Fe	10520	Otonio	8,9	7,1	1022,3	1019,2	5,3	1,3	3,1	15	4	1	0	0	0	c_som_2_2
Esquel_Aero	Chubut	10520	Otonio	4,4	0,6	1016,8	922,4	16,9	1,6	5,1	8,2	-2,4	0	1	0	0	c_som_2_1
Viedma_Aero	Rio_Negro_E	10520	Otonio	7,8	6,3	1018,5	1017,6	13	2,1	3,6	15,7	-0,1	1	0	0	0	c_som_2_2
Iguazu_Aero	Misiones	10520	Otonio	19,1	18,7	1017,3	985,9	6,9	2,7	4,1	23,5	18	0	0	0	0	c_som_3_2
Reconquista_Aero	Santa_Fe	10520	Otonio	13,8	12	1021,1	1014,7	4,2	2,6	3,6	16,1	12,1	0	1	0	0	c_som_2_2
Santa_Rosa_Aero	La_Pampa	10520	Otonio	9,2	6,4	1020,9	997,6	14,2	3,6	6,7	18,3	0,6	1	0	0	0	c_som_2_2
Villa_Reynolds_Aero	San_Luis	10520	Otonio	9,5	3,8	1021,2	963,2	14,6	1,4	7,2	22,4	-0,9	0	0	0	0	c_som_2_1
Comodoro_Rivadavia_Aero	Chubut	10520	Otonio	11,1	3,1	1012,5	1006,9	16,4	3,1	6,2	17,6	5	0	0	0	0	c_som_2_2
Tartagal_Aero	Salta	10520	Otonio	15,3	9,6	1018,5	966,4	10	1,3	4,1	21,6	8,9	0	0	0	0	c_som_2_2
Formosa_Aero	Formosa	10520	Otonio	15,6	13,8	1019,5	1012,4	14,5	2,5	4,1	17	14	0	1	0	0	c_som_3_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10520	Otonio	10,7	6,7	1022,2	998,2	8,9	0,8	1,5	21	1,8	1	0	0	0	c_som_2_2
Catamarca_Aero_II	Catamarca	10520	Otonio	14,5	4,9	1017,5	964,3	20	3,9	6,2	21,7	6,1	0	0	0	0	c_som_2_1
San_Julian_Aero	Santa_Cruz_E	10520	Otonio	10,2	3,5	1007,7	1000,2	29,9	3,9	5,1	17	5,2	0	0	0	0	c_som_1_1
Ceres_Aero	Santa_Fe	10520	Otonio	11,4	7,9	1022,6	1011,9	11,6	2,3	3,1	16	6,6	0	0	0	0	c_som_2_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10520	Otonio	11,4	7,6	1021,7	1021,1	10,3	3,3	6,7	14,8	8	0	0	0	0	c_som_2_2
Laboulaye_Aero	Cordoba_S	10520	Otonio	7,8	5	1021,5	1004,7	5	0,7	2,1	17,1	1,4	1	0	0	0	c_som_2_2
Junin_Aero	Buenos_Aires_N	10520	Otonio	10,8	7,6	1021,8	1011,8	7,6	1,5	2,6	14,4	2,7	1	0	0	0	c_som_2_2
Corrientes_Aero	Corrientes	10520	Otonio	14,6	12,9	1020,2	1012,8	10,6	1,9	4,1	16	13,4	0	1	0	0	c_som_3_2
Posadas_Aero	Misiones	10520	Otonio	15,7	13,8	1019,3	1004,1	11,6	2	3,1	22,3	14	0	1	0	0	c_som_3_2
Monte_Caseros_Aero	Corrientes	10520	Otonio	14,3	12,9	1020,2	1013,8	6,3	4,3	5,7	16,8	13	0	1	0	0	c_som_3_2
Mendoza_Aero	Mendoza	10520	Otonio	11,2	5,7	1018,2	936,8	10,5	0,7	3,6	18	5,2	0	0	0	0	c_som_2_1
General_Pico_Aero	La_Pampa	10520	Otonio	9,7	7,2	1021,1	1003,4	12,2	3,7	6,2	17,8	1	1	0	0	0	c_som_2_2
Resistencia_Aero	Chaco	10520	Otonio	14,6	12,9	1020,2	1013,9	11,7	1,4	2,6	16	13,4	0	1	0	0	c_som_3_2
Marcos_Juarez_Aero	Cordoba_E	10520	Otonio	7,8	5,9	1023,5	1009,4	10,6	2	3,6	13,4	1,2	1	0	0	0	c_som_2_2
Concordia_Aero	Entre_Rios	10520	Otonio	13,5	11,9	1020,6	1016	14,3	3,7	6,2	14,5	12	0	1	0	0	c_som_2_2
San_Luis_Aero	San_Luis	10520	Otonio	13,1	4,9	1019,3	936,7	20	3,7	4,6	19	4,5	0	0	0	0	c_som_2_1
Bahia_Blanca_Aero	Buenos_Aires_C	10520	Otonio	10,4	8,1	1021	1010,8	9,2	3,3	7,2	17,2	4,7	1	0	0	0	c_som_2_2
San_Juan_Aero_II	San_Juan	10520	Otonio	10,9	2,8	1019,4	949,2	15	2	3,6	20,8	1,7	0	0	0	0	c_som_2_1
Ushuaia_Aero_II	Ushuaia	10520	Otonio	10,1	2,9	999,9	993	15,9	4,6	9,8	13	6,2	0	1	0	0	c_som_1_2
Rio_Gallegos_Aero	Santa_Cruz_S	10520	Otonio	8	2,8	1004,4	1002,1	16,9	2,4	6,7	14,6	0,3	0	0	0	0	c_som_2_2
San_Rafael_Aero	Mendoza	10520	Otonio	10,3	4,7	1019,3	932,2	20	3,1	5,1	17,8	4,3	0	0	0	0	c_som_2_1
La_Rioja_Aero	La_Rioja	10520	Otonio	15,7	5,8	1017,2	966,8	20	1,2	2,1	21,6	6	0	0	0	0	c_som_2_1
Oran_Aero	Salta	10520	Otonio	15,6	10,8	1016,9	977,5	10	2,3	5,1	21,8	11,2	0	0	0	0	c_som_2_2
La_Plata	Buenos_Aires_NE	10520	Otonio	10,3	9,1	1021,2	1018,4	6,3	2,8	3,6	13,5	8	1	1	0	0	c_som_2_2
Ezeiza_Aero	Buenos_Aires_NE	10520	Otonio	9,9	7,8	1021,6	1019,2	7,1	2,4	4,1	13,4	7,4	1	0	0	0	c_som_2_2
Mar_Del_Plata_Aero	Buenos_Aires_E	10520	Otonio	11,9	10,6	1021,9	1019,3	8,5	2,1	5,1	14	8,4	0	1	0	0	c_som_2_2
Trelew_Aero	Chubut	10520	Otonio	8,4	4,8	1016,3	1011	21,6	2,2	6,2	17,7	-0,6	1	1	0	0	c_som_1_1
Rio_Cuarto_Aero	Cordoba_S	10520	Otonio	11,1	5,7	1020,9	970,6	11,7	4,9	10,3	20	4,8	0	0	0	0	c_som_1_2
San_Antonio_Oeste_Aero	Rio_Negro_E	10520	Otonio	7,6	-1,4	1020,1	1017,6	29,9	3,9	6,2	18,1	-1,8	0	0	0	0	c_som_1_1
Dolores_Aero	Buenos_Aires_E	10520	Otonio	10,9	9,9	1022,8	1021,7	7,2	2,7	3,1	14,2	9	1	1	0	0	c_som_2_2
Sauce_Viejo_Aero	Santa_Fe	10520	Otonio	10,3	9,1	1022,1	1019,9	5,1	1,6	3,1	13	5,2	1	0	0	0	c_som_2_2
Paso_De_Los_Libres_Aero	Corrientes	10521	Otonio	14,7	12,1	1017,4	1009	10,6	2,9	5,1	18,1	9,8	1	0	0	0	c_som_2_2
Mar_Del_Plata_Aero	Buenos_Aires_E	10521	Otonio	10,6	9,2	1018,5	1016	4,5	1,8	3,1	17	5,5	1	1	0	0	c_som_2_2
Monte_Caseros_Aero	Corrientes	10521	Otonio	13	10,6	1018,5	1011,9	20	2,1	3,1	17,5	7,8	0	0	0	0	c_som_2_2
Resistencia_Aero	Chaco	10521	Otonio	15,8	14,2	1016,5	1010,2	11,9	0,5	2,1	18,2	13,8	0	1	0	0	c_som_3_2
El_Bolson	Rio_Negro_O	10521	Otonio	9,1	6,5	1017,2	976,6	28,3	1,5	5,1	13,5	3,4	0	1	0	0	c_som_1_1
Santa_Rosa_Aero	La_Pampa	10521	Otonio	8,1	6,7	1018,6	995,4	9	1,9	5,1	14	1,7	1	0	0	0	c_som_2_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10521	Otonio	10,4	6,9	1017,4	993,4	9,8	0,9	1,5	18,4	3	0	0	0	0	c_som_2_2
La_Plata	Buenos_Aires_NE	10521	Otonio	11,2	9	1018,8	1016	10	2,3	4,6	15,7	5,8	0	0	0	0	c_som_2_2
Dolores_Aero	Buenos_Aires_E	10521	Otonio	10,7	9,4	1019	1017,9	7,2	2,3	4,1	16	7	1	0	0	0	c_som_2_2
Tandil_Aero	Buenos_Aires_C	10521	Otonio	6,8	4,2	1019,1	997,7	11,9	1,4	2,6	16,6	-1,2	1	0	0	0	c_som_2_2
General_Pico_Aero	La_Pampa	10521	Otonio	9	7,2	1018,2	1000,7	13,2	3,8	6,2	18,5	2,6	1	0	0	0	c_som_2_2
Iguazu_Aero	Misiones	10521	Otonio	18	17,8	1015,2	983,6	4,3	1,8	3,6	20,4	16	1	1	0	0	c_som_3_2
Chamical_Aero	La_Rioja	10521	Otonio	11,8	6,8	1017,7	963,2	19,2	1,1	2,1	19,5	6,8	0	0	0	0	c_som_2_1
Oran_Aero	Salta	10521	Otonio	15,2	11,3	1012,6	971,5	10	1	2,1	22,6	10	0	0	0	0	c_som_2_2
Posadas_Aero	Misiones	10521	Otonio	17,1	14,7	1016,3	1001,5	13,5	1,1	2,1	20	15	0	1	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	10521	Otonio	9,2	4,1	1017,3	959,7	15	2,1	3,1	22,9	0,2	0	0	0	0	c_som_2_1
San_Julian_Aero	Santa_Cruz_E	10521	Otonio	8,2	-2,2	1005,6	998,2	29,9	8,3	11,3	11,2	3,7	0	0	0	0	c_som_1_1
Reconquista_Aero	Santa_Fe	10521	Otonio	14,6	12,1	1017,6	1011,2	9	1,9	4,1	16,4	12,7	0	0	0	0	c_som_2_2
Villa_Dolores_Aero	Cordoba_O	10521	Otonio	10	5,1	1017,7	950,8	22,5	2,2	3,6	18,7	3,4	0	0	0	0	c_som_2_1
Presidencia_R_S_Penia_Aero	Chaco	10521	Otonio	14,3	13,1	1016,5	1005,4	18,2	1,6	2,6	17	10,3	0	1	0	0	c_som_2_2
Pilar	Cordoba_C	10521	Otonio	9,9	7,8	1018,7	978,3	8,9	3,1	5,1	18,9	4,4	1	0	0	0	c_som_2_2
Gualeguaychu_Aero	Entre_Rios	10521	Otonio	9,4	7,3	1019,4	1016,5	6,6	0,4	2,6	16,3	2,8	1	0	0	0	c_som_2_2
Mendoza_Aero	Mendoza	10521	Otonio	11,9	5,1	1015,4	934,4	10,8	1,1	4,1	18,2	3,7	0	0	0	0	c_som_2_1
San_Luis_Aero	San_Luis	10521	Otonio	10,4	4,9	1016,7	934	20	2,2	3,6	19,4	4,7	0	0	0	0	c_som_2_1
Sauce_Viejo_Aero	Santa_Fe	10521	Otonio	11,3	8,7	1018,7	1016,5	5,1	1,2	3,1	16,6	6,5	1	0	0	0	c_som_2_2
San_Martin_Mza	Mendoza	10521	Otonio	12,2	5	1015,8	939,9	15	2,7	3,6	19,3	6,4	0	0	0	0	c_som_2_1
Bahia_Blanca_Aero	Buenos_Aires_C	10521	Otonio	10,6	6,9	1017,3	1007,2	14,5	5,1	7,2	17,5	6	0	0	0	0	c_som_2_2
San_Rafael_Aero	Mendoza	10521	Otonio	9,7	4,9	1017,4	930,4	20	2,7	4,1	17,5	3,5	0	0	0	0	c_som_2_1
Catamarca_Aero_II	Catamarca	10521	Otonio	13,8	5,6	1013,2	960,5	20	4,4	9,3	22,5	5,3	0	0	0	0	c_som_2_1
Tucuman_Aero_II	Tucuman	10521	Otonio	11,4	7,8	1015,6	963	9,2	2,4	4,6	19,6	6,7	0	0	0	0	c_som_2_1
Formosa_Aero	Formosa	10521	Otonio	17,3	15,6	1015,8	1008,7	15	2,2	4,1	20	14,5	0	0	0	0	c_som_3_2
Rio_Cuarto_Aero	Cordoba_S	10521	Otonio	10,8	6,4	1016,8	966,8	9,7	4,5	7,7	20,1	4,4	1	0	0	0	c_som_2_1
Cordoba_Aero	Cordoba_C	10521	Otonio	8,3	5,3	1018	959,1	6,4	2,6	5,1	19,8	-0,1	1	0	0	0	c_som_2_1
San_Juan_Aero_II	San_Juan	10521	Otonio	10,9	2,8	1016,6	946,6	15	3,4	5,7	22,1	2	0	0	0	0	c_som_2_1
Ceres_Aero	Santa_Fe	10521	Otonio	13,2	9,9	1018,5	1007,8	11,4	2,7	4,1	16,4	10,6	0	0	0	0	c_som_2_2
