Nombre Estacion	Provincia	Fecha	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	random
Mar_Del_Plata_Aero	Buenos_Aires	11107	17,1	13,8	1013,7	1011,2	6,9	4,2	6,2	25,4	14	0	1	0	0	0,464217072
Rio_Gallegos_Aero	Santa_Cruz	10828	3,2	-4,4	999	997	20	7,2	11,3	9,4	-1,6	0	0	0	0	0,712070817
Tucuman_Aero_II	Tucuman	10608	18,4	9,6	1020	968,4	6,6	2,8	6,2	22	15,8	0	0	0	0	0,190431961
San_Martin_Mza	Mendoza	10714	10,8	0,4	1020,1	943,8	15	3,5	6,7	20,6	3,7	0	0	0	0	0,688030189
Formosa_Aero	Formosa	10804	14,1	11,7	1017,4	1010,2	13,8	3,5	7	19	10	0	0	0	0	0,118916944
Pilar	Cordoba	10527	12,6	7,8	1008,7	968,8	15,1	3,4	10,3	23	4	0	0	0	0	0,103256031
Mar_Del_Plata_Aero	Buenos_Aires	10723	4,7	0,3	1019,5	1016,9	10,3	4,2	6,2	8	1	0	1	0	0	0,199829624
San_Juan_Aero_II	San_Juan	10610	11,6	1,7	1018,4	948,4	15	1,5	3,1	21,4	1,3	0	0	0	0	0,075911152
Santiago_Del_Estero_Aero	Santiago_del_Estero	10614	19,5	18	1015,8	992,6	9	1,1	4,6	28,7	15,7	0	1	0	0	0,927052902
General_Pico_Aero	La_Pampa	11102	18,7	7,8	1016,5	999,5	24,3	5,9	10,3	26,2	9	0	0	0	0	0,484999695
Tandil_Aero	Buenos_Aires	10511	14	8,7	1013,6	992,8	14,6	2,9	5,7	20,4	8,9	0	0	0	0	0,359831714
El_Bolson	Rio_Negro	11030	16,6	6,9	1008,4	969	29,1	1,7	4,1	24,5	7	0	0	0	0	0,338636329
Junin_Aero	Buenos_Aires	10227	17,2	10,2	1015,9	1006,2	11,7	3	7,2	25,4	8	0	0	0	0	0,81799398
Gualeguaychu_Aero	Entre_Rios	10312	19,3	15,9	1010,4	1007,7	15	2,6	5,1	27,4	12,9	0	0	0	0	0,520963875
Ushuaia_Aero_II	Ushuaia	11029	11,3	3,8	1007,9	1000,9	18,2	2	3,6	17	4,7	0	0	0	0	0,090057146
Tandil_Aero	Buenos_Aires	10322	12,7	2,2	1015,2	994,4	17,5	3	5,1	23,5	2,6	0	0	0	0	0,570049269
Chamical_Aero	La_Rioja	10723	3	-9,8	1028,6	971,6	20	1	4,1	11,7	-7	0	0	0	0	0,684940169
Marcos_Juarez_Aero	Cordoba	10601	11,2	6,1	1012	998,3	18,3	1,9	3,1	22,6	2	0	0	0	0	0,924189001
Corrientes_Aero	Entre_Rios	10103	22,3	16,2	1014,9	1007,6	10,5	2,9	5,1	30	14,8	0	0	0	0	0,052859103
Laboulaye_Aero	Cordoba	10501	18,8	15,2	1011,2	995,1	9,7	4,5	6,2	24,5	9,5	0	0	0	0	0,087368203
Corrientes_Aero	Entre_Rios	10429	23,3	22,1	1011,5	1004,3	9	2,2	3,6	33	21,4	0	1	0	0	0,933462061
Tandil_Aero	Buenos_Aires	10619	2,2	-5,2	1024	1002,3	17,5	3,1	5,1	12,8	-4,4	0	0	0	0	0,577349274
Oran_Aero	Salta	10630	14,2	9,7	1013,6	973,1	8	0,8	2,1	26	8,1	0	0	0	0	0,258081896
Dolores_Aero	Buenos_Aires	11008	16,1	10,8	1021,8	1020,8	10	6,2	9,8	23,6	11,2	0	0	0	0	0,076020063
San_Martin_Mza	Mendoza	10703	9,1	1,8	1006,5	930,6	15	2,4	4,6	18,2	1,6	0	0	0	0	0,727181179
Concordia_Aero	Entre_Rios	10411	20	18,4	1007,7	1003,3	10,9	3,7	8,2	27,9	16	0	1	0	0	0,894736598
Mendoza_Aero	Mendoza	11111	19,6	4,8	1010,4	931,1	13,4	2,8	6,7	27	11	0	0	0	0	0,21598119
Gualeguaychu_Aero	Entre_Rios	10720	7,7	2,2	1012,1	1009,3	15	3,7	6,2	11,2	2	0	0	0	0	0,975924686
Paso_De_Los_Libres_Aero	Corrientes	10611	15,2	13,1	1019,9	1011,5	5	2,3	4,1	22,4	10,8	1	0	0	0	0,793826898
Oran_Aero	Salta	10204	26,7	21,5	1007,8	968	10	2,3	4,1	33,4	19,5	0	0	0	0	0,124975759
General_Pico_Aero	La_Pampa	10713	10,9	6	1014,7	997,3	18	5,1	6,7	19,5	1,5	0	0	0	0	0,087202154
Iguazu_Aero	Misiones	10122	25,2	18,1	1015,1	984,3	13,2	3,2	5,1	31	18,5	0	0	0	0	0,450729605
Santiago_Del_Estero_Aero	Santiago_del_Estero	10705	17,4	14,5	1011,8	988,6	7,9	1,4	2,6	25,6	14,4	0	1	0	0	0,403110081
San_Antonio_Oeste_Aero	Rio_Negro	10528	11,5	4,4	999,7	997,2	29,9	7,3	11,3	16,9	5,6	0	0	0	0	0,358386216
Concordia_Aero	Entre_Rios	10425	19,8	15,3	1016,8	1012,3	10,9	2	6,7	26,3	11,5	1	0	0	0	0,111859571
San_Antonio_Oeste_Aero	Rio_Negro	10523	12	1,1	1013,3	1010,8	29,9	7,2	9,3	18,7	4,2	0	0	0	0	0,800322764
Pilar	Cordoba	10906	19,3	8,7	1013,1	974	9	3,3	7,2	29,8	8,9	0	0	0	0	0,532213707
San_Luis_Aero	San_Luis	10725	11,3	-8,8	1018,3	935,1	20	5,1	7,2	20	2,7	0	0	0	0	0,428668585
Trelew_Aero	Chubut	10130	22,7	6,8	1011,5	1006,5	29,9	4,8	6,2	27,2	17,6	0	0	0	0	0,788925981
Comodoro_Rivadavia_Aero	Chubut	10612	10,7	-1,4	1006,7	1001,2	15,6	8,8	15,4	19,2	7	0	0	0	0	0,441806233
Presidencia_R_S_Penia_Aero	Chaco	10830	18,1	4,7	1013	1002,2	20	3,1	5,1	28,7	8,8	0	0	0	0	0,667787027
Reconquista_Aero	Santa_Fe	10321	21,6	18	1011,4	1005,2	11,4	2,6	4,6	27,5	15,9	0	0	0	0	0,073330577
Pilar	Cordoba	10224	23,9	17,8	1008,5	970,2	18	4,3	7,7	28,8	17,8	0	1	0	0	0,702187801
Mar_Del_Plata_Aero	Buenos_Aires	10811	9,7	0,7	1009	1006,4	9,5	7,4	12,9	17	0,2	0	0	0	0	0,814736087
Presidencia_R_S_Penia_Aero	Chaco	10109	28,2	23	1011	1000,4	20	4,2	7,2	33,8	23,8	0	0	0	0	0,861107952
San_Rafael_Aero	Mendoza	10411	12,2	6,7	1011,7	926,2	20	2,4	3,6	15	8,9	0	0	0	0	0,524288764
La_Rioja_Aero	La_Rioja	10609	16,9	7,4	1015,8	965,8	17,5	1,1	1,5	22,4	5	0	0	0	0	0,485949949
Concordia_Aero	Entre_Rios	10912	29,2	13,2	1004,6	1000,3	11,1	4,5	5,7	37	22	0	0	0	0	0,128305528
La_Rioja_Aero	La_Rioja	10502	24,8	16,6	1006,6	958,4	17,7	2,1	3,1	27,7	16,3	0	0	0	0	0,072066095
San_Rafael_Aero	Mendoza	10401	11,8	9,6	1020,2	933,5	17,5	0,6	2,6	17,2	7,7	0	1	0	0	0,04768345
Reconquista_Aero	Santa_Fe	10412	19,3	16,7	1011,7	1005,5	9,5	4,6	6,7	23,2	16,6	0	1	0	0	0,087599995
Corrientes_Aero	Entre_Rios	10405	21,2	16,9	1010	1002,7	10,6	2,1	4,1	27	15,6	0	0	0	0	0,836512428
Corrientes_Aero	Entre_Rios	11027	21,5	14,7	1015,7	1008,4	10	4,8	8,8	29	16,3	0	0	0	0	0,759792805
Ezeiza_Aero	Buenos_Aires	10329	20,9	14,6	1019,5	1017,2	7,2	2,5	5,1	27,2	12,9	1	0	0	0	0,028298773
Monte_Caseros_Aero	Corrientes	10904	12,2	2,8	1025,1	1018,6	17,5	3,5	4,6	20	4,3	0	0	0	0	0,482567532
Rosario_Aero	Santa_Fe	11029	20,8	9,8	1012	1009,1	15	4,1	6,2	28	12,7	0	0	0	0	0,356737578
La_Plata	Buenos_Aires	10129	27,7	20,6	1014,9	1012,2	9,5	3,2	6,7	32	21	0	0	0	0	0,927246217
Rio_Cuarto_Aero	Cordoba	10618	7,7	-2	1015,7	965,2	11,3	7,5	18	13,2	2	0	0	0	0	0,812074286
Gualeguaychu_Aero	Entre_Rios	10221	21,7	17,7	1013	1010,4	11,3	3	4,1	25,8	17,5	0	1	0	0	0,26014846
General_Pico_Aero	La_Pampa	10616	11,4	4,9	1016	998,6	18,8	5,1	8,7	19,2	6,8	0	1	0	0	0,191995298
Dolores_Aero	Buenos_Aires	10503	13,7	12,1	1014,2	1013,1	10	2,2	3,1	18,5	12,5	0	1	0	0	0,9808031
Rosario_Aero	Santa_Fe	10629	12,9	5,9	1014,7	1011,7	8,9	1,6	3,1	18,7	5,7	0	0	0	0	0,411334225
San_Juan_Aero_II	San_Juan	10731	13,1	0,1	1016,4	946,9	15	4,8	6,7	22	1,7	0	0	0	0	0,367950367
Viedma_Aero	Rio_Negro	10515	4,9	1,7	1014,4	1013,5	14,5	8	12,3	12	0,6	0	1	0	0	0,869727653
Corrientes_Aero	Entre_Rios	10522	15,8	13,1	1018	1010,6	10	3	5,1	18,4	14	0	1	0	0	0,845151336
General_Pico_Aero	La_Pampa	10307	17,6	9,6	1012,8	995,8	20	1,4	4,1	26	14,5	0	1	0	0	0,08988404
Tandil_Aero	Buenos_Aires	10708	1,9	-1,4	1031,3	1009,3	15,1	2,6	4,6	11,5	-5,2	1	0	0	0	0,90276839
Rio_Cuarto_Aero	Cordoba	10121	22,3	13,5	1016,9	968,8	12,4	7,8	11,8	28	15	0	0	0	0	0,082979543
Ceres_Aero	Santa_Fe	10702	13,8	2,1	1016,9	1006,2	12,2	5,5	8,7	23,6	6,5	0	0	0	0	0,933750816
La_Rioja_Aero	La_Rioja	10202	31,2	18,7	1007,1	960,3	16,7	2,3	4,1	43	26,6	0	0	0	0	0,861406401
Pilar	Cordoba	10202	24,1	18	1010,9	972,7	14,3	3,2	5,1	34,5	16,9	0	1	0	0	0,727479838
San_Rafael_Aero	Mendoza	10702	8,5	-2,9	1009,4	922,6	20	3	4,1	19,5	-0,7	0	0	0	0	0,233848501
Neuquen_Aero	Neuquen	10130	25,6	12,5	1010,5	979,7	13,2	1,3	3,1	35	17	0	0	0	0	0,637708548
El_Bolson	Rio_Negro	10810	7,1	4,1	1014,8	974	5,6	4,5	9,8	11,5	-3	0	1	0	0	0,500451339
Rio_Cuarto_Aero	Cordoba	10621	7,6	-4,4	1013,3	963,1	11,9	3	4,6	21,2	0	0	0	0	0	0,917275599
Neuquen_Aero	Neuquen	10106	27,6	5,2	1003,2	972,6	14,2	8,7	16,5	34	16,8	0	0	0	0	0,052870571
Marcos_Juarez_Aero	Cordoba	10327	17,8	9,6	1020,8	1007,2	20	3,7	4,6	27,3	8,8	0	0	0	0	0,663097247
San_Luis_Aero	San_Luis	10820	19	2,2	1010,8	930,6	20	5,1	9,8	27,5	10,3	0	0	0	0	0,385038868
Ceres_Aero	Santa_Fe	10410	21,4	16,1	1011	1000,7	13,5	4	5,7	29,4	16	0	0	0	0	0,082420127
Azul_Aero	Buenos_Aires	11001	10,8	8,1	1016,3	998,4	12,1	7,4	10,3	15,2	7	0	1	0	0	0,783230249
Junin_Aero	Buenos_Aires	11109	19,2	15,9	1008,6	999,1	9,8	4,6	7,7	23,9	13,5	0	0	0	0	0,275603514
Reconquista_Aero	Santa_Fe	10519	13,4	12,9	1020,6	1014,2	2,1	1,8	4,1	14,9	12,3	0	1	0	0	0,265407773
Dolores_Aero	Buenos_Aires	10508	11,8	6,4	1011,4	1010,3	9,8	6,9	11,8	21,9	4,2	0	0	0	0	0,214846836
Tucuman_Aero_II	Tucuman	10316	16,1	14	1021,9	969,5	10,1	1,3	4,1	18	13,2	0	1	0	0	0,97576107
San_Luis_Aero	San_Luis	10128	22,3	15,2	1012,6	933,4	17,9	5,8	9,3	34,7	17,4	0	1	0	0	0,862200056
Trelew_Aero	Chubut	10424	15,4	14,6	1017,6	1012,4	7,2	1,3	4,1	18,1	14	1	1	0	0	0,233567804
San_Rafael_Aero	Mendoza	10303	16,8	8,6	1019	934	20	1,9	4,6	25	9,9	0	0	0	0	0,486971481
General_Pico_Aero	La_Pampa	10112	27,3	18,5	1008,4	992,1	19,3	3,6	6,7	34,6	21	0	0	0	0	0,062897081
Santa_Rosa_Aero	La_Pampa	10830	17,5	-0,8	1008,4	986,2	5,6	2,3	4,6	28,7	6,5	0	0	0	0	0,08600918
Junin_Aero	Buenos_Aires	11019	22,3	12,6	1008	998,5	10,3	5,1	9,8	32	12	0	0	0	0	0,557559171
Comodoro_Rivadavia_Aero	Chubut	11001	9,4	6,4	1015,7	1010	16,3	4,5	8,2	12,1	7,3	0	1	0	0	0,704220963
Neuquen_Aero	Neuquen	10920	9,6	-3	1012,2	979,8	12,7	4,1	10,3	22,7	4	0	1	0	0	0,888930447
El_Bolson	Rio_Negro	10913	4,7	-2,1	1029	987,2	29,9	0,4	2,1	10,4	-2,5	0	0	0	0	0,769214727
Tandil_Aero	Buenos_Aires	10827	2,6	-4,1	1024,9	1003	16,1	4,4	9,3	12	-5,6	0	0	0	0	0,089246757
Azul_Aero	Buenos_Aires	10608	4,1	-0,9	1026,1	1007,7	13,2	1,4	4,6	17,5	-5	0	0	0	0	0,446225423
La_Plata	Buenos_Aires	10108	23,9	19,7	1009,4	1006,7	9,8	2,8	3,6	31,7	15,2	0	0	0	0	0,630312641
San_Julian_Aero	Santa_Cruz	10727	3,7	-2,2	1011,5	1003,8	29,9	6,8	7,7	9,8	-1,9	0	0	0	0	0,875495592
Villa_Reynolds_Aero	San_Luis	10924	6,2	-4,6	1030,2	971	15	2,5	9,3	18,8	-8,4	0	0	0	0	0,460446733
Esquel_Aero	Chubut	10303	14,8	8,9	1019,4	928,1	29,9	2,2	3,6	21,4	7,4	0	0	0	0	0,172109246
Azul_Aero	Buenos_Aires	10122	21,5	14,3	1018,4	1001,1	13,2	4	5,1	28,2	10	1	0	0	0	0,610274067
Trelew_Aero	Chubut	10507	12,7	-4,4	1008,5	1003,3	29,9	5,8	11,3	22	4,5	0	0	0	0	0,970884512
San_Juan_Aero_II	San_Juan	10404	16,7	6,8	1012,5	943,9	15	1,6	3,1	27	6,6	0	0	0	0	0,572027993
Santiago_Del_Estero_Aero	Santiago_del_Estero	10920	20,3	3,9	1007,3	983,3	11,7	2,3	4,1	29,4	8,4	0	0	0	0	0,383793175
Concordia_Aero	Entre_Rios	10423	20,3	14,7	1020,7	1016,2	14,2	1,3	4,1	27,6	12,9	0	0	0	0	0,87353991
San_Rafael_Aero	Mendoza	10811	9,7	-1,8	1012	925,2	20	2,5	7,2	21,5	-3,2	0	0	0	0	0,286118843
Tartagal_Aero	Salta	11102	19,9	16	1011,2	960,9	7,6	5,8	10,3	34,4	16	0	1	0	0	0,809131986
Catamarca_Aero_II	Catamarca	10216	31,6	18,2	998,1	948,7	20	4,8	10,8	38,7	25,9	0	0	0	0	0,710000929
Iguazu_Aero	Misiones	10803	17,3	16,1	1014,9	983,5	9,3	3	7,2	30,7	13,2	0	1	0	0	0,437832681
Rio_Cuarto_Aero	Cordoba	10404	16,7	11,2	1011,4	962,5	12,4	2,3	4,6	24	10	0	0	0	0	0,776718209
Gualeguaychu_Aero	Entre_Rios	10507	13,3	6,4	1021,5	1018,7	15	3,4	6,2	24,6	6,3	0	0	0	0	0,31634991
Mar_Del_Plata_Aero	Buenos_Aires	10314	9,9	5,2	1022	1019,4	10,3	2,7	5,1	17	2,6	0	1	0	0	0,497641194
San_Rafael_Aero	Mendoza	10704	9	0,7	1018,2	931	20	1,9	3,1	17,6	4	0	0	0	0	0,666372256
Paso_De_Los_Libres_Aero	Corrientes	10920	16,6	6,6	1011,9	1003,6	10,5	4,9	9,3	25	9,7	0	0	0	0	0,579873831
San_Rafael_Aero	Mendoza	10203	22	7,4	1015,2	931,6	19,3	2,6	5,1	32,8	12,3	0	0	0	0	0,348747726
Marcos_Juarez_Aero	Cordoba	10922	10,3	6	1023,9	1010	20	4,7	8,2	16,2	3,7	0	0	0	0	0,005575101
Neuquen_Aero	Neuquen	10413	7,7	0,7	1019,4	986,5	12,6	1	3,1	18,2	0,6	0	0	0	0	0,122727634
Oran_Aero	Salta	11001	17	3,8	1013,7	972,6	2,3	2,1	3,1	27	8,8	0	0	0	0	0,955571761
Monte_Caseros_Aero	Corrientes	10220	23	21,5	1011,7	1005,4	13	3	6,2	26,5	20,2	0	1	0	0	0,951563693
Mendoza_Aero	Mendoza	10129	23,9	12,7	1012,3	934,7	12,1	1,9	3,6	31	19	0	0	0	0	0,531221417
Rosario_Aero	Santa_Fe	10207	25,2	15,9	1015,5	1012,7	11,6	3,4	7,7	30,1	18,4	0	0	0	0	0,412635159
Reconquista_Aero	Santa_Fe	10921	19,1	9,3	1008,1	1001,9	6,9	3,6	5,7	24,5	11,5	0	0	0	0	0,881632955
Viedma_Aero	Rio_Negro	10702	14,8	3,8	1002	1001,2	29,9	6,7	9,3	19,2	-0,3	0	0	0	0	0,844145488
Monte_Caseros_Aero	Corrientes	11109	21,5	18,5	1007	1000,8	12,1	4,5	6,7	32	19,8	0	1	0	0	0,493723463
Paso_De_Los_Libres_Aero	Corrientes	10818	14,8	9,1	1022	1013,5	11,1	4,7	8,2	23	8	0	0	0	0	0,229477532
Viedma_Aero	Rio_Negro	11012	15,6	7,9	1021,4	1020,6	29,9	3,8	6,2	20,7	9,2	0	0	0	0	0,257540536
La_Plata	Buenos_Aires	10331	22	18,6	1015,9	1013,2	10	2,7	7,7	27,7	15,7	0	0	0	0	0,781167297
Mar_Del_Plata_Aero	Buenos_Aires	10914	6,7	1,2	1027,3	1024,7	9,8	5,1	8,2	9	5,8	0	0	0	0	0,134759351
Sauce_Viejo_Aero	Santa_Fe	10203	24,9	14	1015,6	1013,5	12,1	4,6	6,2	29,1	18,3	0	0	0	0	0,014096246
General_Pico_Aero	La_Pampa	10526	14,5	8,2	1011,3	994,1	20	5	9,8	23,5	6,4	0	0	0	0	0,76571725
Concordia_Aero	Entre_Rios	10421	20,1	14,3	1019,3	1014,8	15	2,3	5,7	27,3	13,6	0	0	0	0	0,048626646
Trelew_Aero	Chubut	10707	3,7	-2,3	1027,5	1022,2	29,9	2,8	4,1	10,4	-5	0	0	0	0	0,452495804
Santa_Rosa_Aero	La_Pampa	10517	8,5	-2,1	1022,5	999,1	29,9	4,8	8,2	17,7	-1,9	0	0	0	0	0,934186533
General_Pico_Aero	La_Pampa	10518	9,2	4,2	1021,2	1003,5	20	6,2	7,7	18	3,2	0	0	0	0	0,088509968
La_Rioja_Aero	La_Rioja	10915	9	7,2	1019	968,2	8	2,1	3,1	14,7	6	0	1	0	0	0,716844788
Concordia_Aero	Entre_Rios	10519	12,6	11,9	1020,9	1016,3	6,9	3,2	4,1	15,2	10	0	1	0	0	0,521930741
Iguazu_Aero	Misiones	11030	23	19,1	1010,7	979,8	18	1,5	3,6	29	18,4	0	1	0	0	0,046659168
La_Rioja_Aero	La_Rioja	10424	25,9	13,5	1010,4	962,3	18	2,1	3,1	31,9	18	0	0	0	0	0,342941037
Pilar	Cordoba	10625	8,5	2,6	1019,8	979	14	1,6	2,1	18,7	-0,1	1	0	0	0	0,401228247
Comodoro_Rivadavia_Aero	Chubut	10817	11,6	-4,6	1007,9	1002,3	29,9	6,1	11,3	15,2	7	0	0	0	0	0,990584391
Trelew_Aero	Chubut	10111	26,9	12,2	1005,7	1000,8	27,5	6,2	11,8	36,5	19	0	1	0	0	0,990642222
La_Rioja_Aero	La_Rioja	10112	31	17,2	1004,4	957,5	20	3,1	5,1	39,2	25,4	0	0	0	0	0,098179742
La_Rioja_Aero	La_Rioja	10714	14,5	6,3	1019,7	969,2	20	2,8	4,1	19,7	3	0	0	0	0	0,173119771
General_Pico_Aero	La_Pampa	10128	26,3	17,9	1011,6	995,1	20,6	1,8	4,1	37,4	20,5	0	1	0	0	0,772789102
Presidencia_R_S_Penia_Aero	Chaco	10708	12,1	10,1	1025	1013,8	20	3,5	4,1	14,1	10,3	0	1	0	0	0,333945162
Viedma_Aero	Rio_Negro	10415	14,8	10,3	1016,6	1015,7	29,9	1,4	3,1	20,6	6,8	0	0	0	0	0,274187311
Reconquista_Aero	Santa_Fe	10829	17,3	3,1	1020,4	1014	6,3	4,1	6,2	24,8	7	0	0	0	0	0,480708876
Tandil_Aero	Buenos_Aires	10417	11	7,8	1018,7	997,5	9,8	1,6	4,6	22,2	2,5	1	0	0	0	0,44291539
Esquel_Aero	Chubut	11012	11	0,1	1016,8	924,6	18,2	3,4	6,2	18	3,9	0	0	0	0	0,703648405
Tucuman_Aero_II	Tucuman	10502	20,5	17,1	1006,7	956	7,9	1,3	3,1	26	16	0	0	0	0	0,559826897
Chamical_Aero	La_Rioja	10517	12,2	-0,8	1021,6	966,9	20	2	3,1	17	0,6	0	0	0	0	0,137500129
Comodoro_Rivadavia_Aero	Chubut	10818	15,3	-2,7	994,2	988,8	22,5	8,1	17	22	11	0	0	0	0	0,668084699
San_Rafael_Aero	Mendoza	10412	8,4	1	1021,5	933,9	20	1,6	4,1	16,3	2,3	0	0	0	0	0,631447273
San_Julian_Aero	Santa_Cruz	10720	2,8	0,1	1017,7	1010	21,6	14,8	18,5	8	2	0	1	0	0	0,533620599
Oran_Aero	Salta	10206	26,7	22,6	1007,9	968,5	8	2,3	4,1	35,2	22	0	1	0	0	0,8377509
Bahia_Blanca_Aero	Buenos_Aires	10322	15,7	-0,9	1015	1005	15	5,1	8,2	26,4	5,6	0	0	0	0	0,420135606
Neuquen_Aero	Neuquen	10813	2,3	-6,6	1028,8	995,9	18,8	1,1	4,1	11,1	-6	0	0	0	0	0,217293107
Resistencia_Aero	Chaco	10309	24,3	21,6	1008,4	1002,4	10,8	4,7	7,7	32,9	22	0	1	0	0	0,660801002
Formosa_Aero	Formosa	10125	23,1	20,8	1008,4	1001,6	10,6	6,2	12,3	27,8	20	0	1	0	0	0,668712933
Tartagal_Aero	Salta	11017	22,5	18	1010,2	960,2	9,5	1,2	4,1	29,2	18,8	0	1	0	0	0,315086468
Iguazu_Aero	Misiones	10819	18	12,9	1018,8	987,1	20	3,6	7,7	27	12	0	0	0	0	0,924763306
Gualeguaychu_Aero	Entre_Rios	11005	14,5	9,4	1022,4	1019,5	11,6	2,5	3,1	19,6	6	1	0	0	0	0,44280703
Rosario_Aero	Santa_Fe	10726	11,5	3,1	1022,8	1019,7	10,5	5,5	9,3	16,9	1,3	0	0	0	0	0,657182688
San_Martin_Mza	Mendoza	11106	26,4	9,9	1002	930,5	15	2,7	3,6	36,1	15,5	0	0	0	0	0,126494343
Chamical_Aero	La_Rioja	10613	20,1	15,3	1014,2	961,3	20	0,5	1	26	5,5	0	0	0	0	0,322687966
Tucuman_Aero_II	Tucuman	10417	21,4	14,3	1014,4	963,6	11,6	2,9	5,1	30,6	14	0	0	0	0	0,755816017
Neuquen_Aero	Neuquen	10531	13,8	2,2	1000,9	969,6	10,9	6,4	14,4	23,4	6,6	0	0	0	0	0,777159656
Villa_Dolores_Aero	Cordoba	10828	15,1	-5,2	1023,2	956,7	29,9	2,6	4,1	26,2	7	0	0	0	0	0,588834995
Iguazu_Aero	Misiones	10429	20,8	19,4	1013,9	982,9	13	2,8	6,2	29,5	17,9	0	1	0	0	0,576290326
Viedma_Aero	Rio_Negro	10701	6,4	-1,7	1014,3	1013,4	29,9	4	7,2	14,5	-4,9	0	0	0	0	0,442613951
Dolores_Aero	Buenos_Aires	10927	12,9	9,5	1022,2	1021,1	9,7	3,1	4,1	18,5	8,6	0	0	0	0	0,001205592
El_Bolson	Rio_Negro	10510	12,6	8	1007,4	967,9	22	3,4	8,2	17,5	9,9	0	1	0	0	0,404978665
Viedma_Aero	Rio_Negro	10707	4,9	0,1	1027,2	1026,3	29,9	3	4,1	12,7	-4,7	0	0	0	0	0,442486396
Corrientes_Aero	Entre_Rios	11028	21	13,7	1015,3	1008	10	3,6	6,7	27	15,2	0	0	0	0	0,634219957
Esquel_Aero	Chubut	10502	5,7	4,3	1014,4	920,8	11,3	1,2	3,1	12	1,2	1	0	0	0	0,965743962
Azul_Aero	Buenos_Aires	10205	21,7	10,1	1014,7	997,6	15,6	3	3,6	29,6	10	0	0	0	0	0,97683265
Sauce_Viejo_Aero	Santa_Fe	10621	7,1	2	1014,9	1012,7	12,1	1,6	21,6	15,5	0,1	0	0	0	0	0,31294307
San_Antonio_Oeste_Aero	Rio_Negro	10807	12,7	-1,1	999,2	996,8	29,9	9,9	12,9	15,9	9,2	0	0	0	0	0,986112918
Paso_De_Los_Libres_Aero	Corrientes	10312	22,8	20,1	1006,3	998,2	10,3	5,4	9,3	30,7	20,6	0	1	0	0	0,241256907
Neuquen_Aero	Neuquen	11029	19,8	7,2	1012,7	981,4	16,6	1,9	6,7	29	9,4	0	0	0	0	0,170292619
Sauce_Viejo_Aero	Santa_Fe	10816	11,3	2,4	1022,2	1020,1	11,4	4,3	7,7	19,9	2,2	0	0	0	0	0,039648683
Ushuaia_Aero_II	Ushuaia	10314	6,8	2,9	1026,4	1019,3	16,1	2,8	17	13	2,3	0	0	0	0	0,638866386
San_Julian_Aero	Santa_Cruz	10925	13,1	1,1	1005,7	998,2	29,9	5,3	9,3	20,1	5,2	0	0	0	0	0,116050982
Concordia_Aero	Entre_Rios	10401	21,9	18,6	1013,5	1008,8	14	2,6	4,6	30,8	20,3	0	1	0	0	0,625079927
Posadas_Aero	Misiones	10911	27,2	15,2	1012,9	998,6	12,9	2,5	5,7	35	20	0	0	0	0	0,521882309
Bahia_Blanca_Aero	Buenos_Aires	10108	21,5	3,6	1007,8	998,1	15	4,4	7,2	28,4	14,2	0	0	0	0	0,959318251
El_Bolson	Rio_Negro	11011	13,1	5,1	1021,5	981,1	29,9	0,5	3,1	20,7	2	0	0	0	0	0,091447257
San_Julian_Aero	Santa_Cruz	10521	8,2	-2,2	1005,6	998,2	29,9	8,3	11,3	11,2	3,7	0	0	0	0	0,415033748
La_Rioja_Aero	La_Rioja	11031	33,1	19,2	993,5	947,3	18	2	2,6	39,7	22,5	0	0	0	0	0,597612904
Ezeiza_Aero	Buenos_Aires	10916	7,8	6,8	1016,9	1014,4	4,3	7,5	9,8	9,1	6	0	1	0	0	0,479304232
Iguazu_Aero	Misiones	10222	25,8	22,3	1013,1	982,4	8,9	2,3	5,1	31	21,8	1	0	0	0	0,908279949
Resistencia_Aero	Chaco	10620	10,3	7,3	1019,2	1012,9	11,1	3,8	5,7	15,3	9	0	1	0	0	0,361952508
Marcos_Juarez_Aero	Cordoba	10828	14,7	0	1021,9	1008,1	17,5	5,1	7,2	26,5	5	0	0	0	0	0,666973117
General_Pico_Aero	La_Pampa	10907	16,9	13,3	1010,3	993,2	17,5	5,9	9,8	27	11,4	0	0	0	0	0,407050701
Dolores_Aero	Buenos_Aires	10922	7,9	3,4	1023,4	1022,4	8,7	2,8	4,1	15,7	-0,2	0	0	0	0	0,971413574
San_Juan_Aero_II	San_Juan	10826	5,2	-5,3	1032,9	960,2	15	2,1	3,1	14,7	-4	0	0	0	0	0,668538207
San_Juan_Aero_II	San_Juan	11014	22,5	10,4	1013,1	945,8	15	3,6	5,1	29,9	15,3	0	0	0	0	0,661332607
Rio_Cuarto_Aero	Cordoba	10317	13,3	11,7	1024,2	974,4	11,1	6,8	9,8	18	10,3	0	1	0	0	0,571082727
Rio_Gallegos_Aero	Santa_Cruz	10207	14,2	-1,4	1011	1008,7	16,9	8,7	12,9	20	9,6	0	0	0	0	0,129979326
