Nombre Estacion	Provincia	Fecha	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	random
Santiago_Del_Estero_Aero	Santiago_del_Estero	11027	23,5	13,2	1015,6	992,6	14,3	2,1	4,1	32	14	0	0	0	0	0,773259647
Rio_Gallegos_Aero	Santa_Cruz	10102	12,7	5,6	1010,2	1007,9	17,7	4,9	11,8	20	9,4	0	0	0	0	0,769115122
Villa_Dolores_Aero	Cordoba	10529	13,2	1,6	1010,4	944,9	24,9	3,8	6,7	25	5,4	0	0	0	0	0,67560258
Dolores_Aero	Buenos_Aires	10117	22	17,9	1013,3	1012,3	9	2,5	7,2	30,2	17,8	0	1	0	0	0,111190898
Reconquista_Aero	Santa_Fe	10111	26,7	20,2	1013	1006,8	11,3	3,1	5,1	33	20,6	0	0	0	0	0,810456622
Marcos_Juarez_Aero	Cordoba	10215	25	19,9	1010,4	997,3	18,2	2,6	5,7	33	17,6	0	0	0	0	0,862012164
Marcos_Juarez_Aero	Cordoba	10131	24,7	20,8	1010,4	997,3	17,9	3,8	6,7	36	20	0	1	0	0	0,518780798
Sauce_Viejo_Aero	Santa_Fe	10407	18,4	4,3	1018,3	1016,1	12,1	2,4	3,1	20,8	9,3	0	0	0	0	0,816926569
Tucuman_Aero_II	Tucuman	10416	21,3	14,3	1014,9	964	11,6	2,7	5,1	31	14,6	0	0	0	0	0,696798462
Tucuman_Aero_II	Tucuman	11013	20,2	17	1012,2	961,2	6,9	1,9	4,1	25	17	0	1	0	0	0,710891186
Marcos_Juarez_Aero	Cordoba	10331	23	17,8	1012,9	999,7	18,8	3,9	7,2	30,9	17,4	0	1	0	0	0,314431904
Trelew_Aero	Chubut	10317	16,9	6,4	1022,9	1017,8	29,9	8,2	11,8	23	11	0	0	0	0	0,931665505
Concordia_Aero	Entre_Rios	10921	16,1	7,5	1009,7	1005,2	15	3,7	6,7	23,2	10	0	0	0	0	0,029725973
Catamarca_Aero_II	Catamarca	10929	12,1	-3,7	1022,1	968,3	20	2,9	5,1	24	8,2	0	0	0	0	0,92385315
Ceres_Aero	Santa_Fe	10113	26,5	16,8	1012,2	1002,1	15	3,2	4,6	34	19,5	0	0	0	0	0,978337042
San_Antonio_Oeste_Aero	Rio_Negro	11024	13,7	-1,6	1024,6	1022,2	29,9	3,7	5,1	19,9	3,2	0	0	0	0	0,949823289
Santa_Rosa_Aero	La_Pampa	10512	12,1	2,5	1016,9	994	27,8	2,3	5,7	18,7	3,7	0	0	0	0	0,39668195
Rosario_Aero	Santa_Fe	10605	16,3	9,3	1012,1	1009,1	9,7	3,1	6,2	25,2	7	0	0	0	0	0,140801251
Trelew_Aero	Chubut	10626	8,2	-0,6	1006,5	1001,3	29,9	2,8	3,1	16,9	2,2	0	0	0	0	0,288851396
Monte_Caseros_Aero	Corrientes	11002	15,9	9,4	1016,5	1010	13,2	2,3	3,1	23,4	7,8	0	0	0	0	0,668160805
Villa_Dolores_Aero	Cordoba	10223	26,7	17,2	1006,4	943,7	29,9	5,6	7,7	32	18,8	0	0	0	0	0,119571487
Santiago_Del_Estero_Aero	Santiago_del_Estero	10608	20,5	8,1	1020,3	997,2	10,3	4	8,2	29,2	5,4	0	0	0	0	0,950170603
Presidencia_R_S_Penia_Aero	Chaco	10814	6,5	-3,4	1033	1021,5	20	2,5	3,6	16,6	-4,3	0	0	0	0	0,116588079
Marcos_Juarez_Aero	Cordoba	10928	11,1	7,4	1017,5	1003,8	16,3	9	15,4	25	4,7	0	1	0	0	0,151446503
Ezeiza_Aero	Buenos_Aires	10908	16,5	10,7	1015,6	1013,3	3,5	2,3	4,1	23	11	1	0	0	0	0,739097147
Iguazu_Aero	Misiones	10529	20,8	19,4	1004,8	973,9	11,9	4,4	6,7	26	17	0	1	0	0	0,089832609
Monte_Caseros_Aero	Corrientes	11016	22,4	12,5	1016,7	1010,3	17,1	2,6	4,1	31	15,7	0	0	0	0	0,329346882
Catamarca_Aero_II	Catamarca	10305	24,7	11,5	1008,7	957,7	20	6,9	11,3	32,9	18,7	0	0	0	0	0,681483501
Ceres_Aero	Santa_Fe	10922	11,6	5,2	1022,3	1011,6	9,5	7,5	9,3	23,2	7,8	0	1	0	0	0,400814688
Oran_Aero	Salta	10824	11,3	-2,5	1021,2	979,1	7,6	2,1	4,1	16	5,8	0	0	0	0	0,614560532
General_Pico_Aero	La_Pampa	10414	16,6	6,8	1013,9	996,8	16,9	4,2	9,8	26,5	8,5	0	0	0	0	0,867314566
Dolores_Aero	Buenos_Aires	10224	22,2	17	1007,1	1006,1	8,5	2,2	5,1	28,4	18,3	0	1	0	0	0,748253357
Ezeiza_Aero	Buenos_Aires	10121	22,2	14,3	1022,2	1019,8	10,1	3,9	5,7	28	15,4	0	0	0	0	0,522034495
Comodoro_Rivadavia_Aero	Chubut	11007	15,2	3	1012,8	1007,3	29,9	2,7	7,2	22	9	0	0	0	0	0,927952297
San_Rafael_Aero	Mendoza	11112	19,8	8,6	1009,1	925,7	20	2,6	4,6	28,3	10,6	0	0	0	0	0,351235946
Paso_De_Los_Libres_Aero	Corrientes	10425	20,6	16,2	1017	1008,7	10,9	3	7,2	28	14,4	0	0	0	0	0,733104358
Mendoza_Aero	Mendoza	11015	22,3	10,8	1011,7	933,7	12,1	1,9	4,1	29,5	17,9	0	0	0	0	0,341167398
Mendoza_Aero	Mendoza	10331	16,7	13,1	1013,7	934,7	10,6	3,3	9,3	29,7	14	0	1	0	0	0,74285236
La_Plata	Buenos_Aires	10613	19,1	16,5	1014,3	1011,5	8,9	2,8	4,1	22,6	16	0	0	0	0	0,057565484
Formosa_Aero	Formosa	10406	22,5	18,3	1009,5	1002,6	11,9	2,1	4,1	29	16,3	0	0	0	0	0,889979403
Monte_Caseros_Aero	Corrientes	10115	26,1	18,5	1010,7	1004,4	15,8	1	2,6	32,2	21,4	0	0	0	0	0,579263974
Paso_De_Los_Libres_Aero	Corrientes	10901	22,5	16,1	1008,6	1000,5	9,8	3,7	8,8	31	14	0	0	0	0	0,603890992
San_Martin_Mza	Mendoza	10915	4,2	0,1	1024,4	946,2	13,7	4,4	6,2	9,6	0,6	0	1	0	0	0,660529194
San_Juan_Aero_II	San_Juan	10411	18,9	8,4	1007,3	940	14,2	6,4	12,3	29	11,7	0	0	0	0	0,376136575
Mendoza_Aero	Mendoza	10324	22,7	12,8	1007,7	930,1	12,4	2,5	6,2	30	17,6	0	1	0	0	0,44376022
Viedma_Aero	Rio_Negro	10317	16,6	7,6	1026,4	1025,5	29,9	3,9	5,7	23	9,9	0	0	0	0	0,317662505
Neuquen_Aero	Neuquen	10702	13,9	-3,7	1003,3	971,3	10,9	3,7	7,7	24,2	3,9	0	0	0	0	0,12163884
Cordoba_Aero	Cordoba	10814	4,2	-5,8	1033,1	972,1	10,9	3,9	8,2	17	-6	0	0	0	0	0,877242035
Azul_Aero	Buenos_Aires	10114	21,5	16,8	1016,8	999,7	13,2	3,4	5,1	31,4	15,9	0	0	0	0	0,224398638
Trelew_Aero	Chubut	10502	10	4,6	1015,5	1010,2	28,8	1,1	3,1	16,2	2,4	0	1	0	0	0,392856332
Pilar	Cordoba	11015	23,2	14,4	1016,3	977,6	15,9	3,6	8,2	29,6	15,5	0	0	0	0	0,160347502
Cordoba_Aero	Cordoba	11027	21,4	5,1	1017,1	960,4	11,9	5	10,3	30	11,5	0	0	0	0	0,057431269
La_Plata	Buenos_Aires	11027	16,1	6,9	1019,9	1017,1	10	5,3	7,2	24,3	8,4	0	0	0	0	0,236110994
Gualeguaychu_Aero	Entre_Rios	10222	22,5	17	1018,3	1015,6	15	4	5,7	26,7	16,3	0	0	0	0	0,055199822
Mendoza_Aero	Mendoza	10822	8,3	-9,2	1020,3	938,6	12,1	2,5	10,3	22,5	2,3	0	0	0	0	0,340957678
Rosario_Aero	Santa_Fe	10904	10,3	2,7	1024,9	1021,9	14,6	2,9	7,7	17,2	3,8	0	0	0	0	0,253280463
Dolores_Aero	Buenos_Aires	10506	12,4	8,9	1013,7	1012,6	9,7	4,7	8,2	19,1	8,1	0	0	0	0	0,04013655
Pilar	Cordoba	10916	7	-0,8	1022,5	981,5	15,4	6,5	7,7	14,5	3,6	0	0	0	0	0,492460466
San_Julian_Aero	Santa_Cruz	10916	7	2,1	1021,1	1013,4	29,9	4	10,3	16	-2,3	0	0	0	0	0,706422265
Posadas_Aero	Misiones	11027	21,7	14,4	1015	1000,5	17,2	3,3	7,7	28,8	16,7	0	0	0	0	0,00689764
San_Julian_Aero	Santa_Cruz	10318	14,7	9,6	1015,6	1008,1	29,1	2,8	6,2	22	6,7	0	0	0	0	0,062837036
Trelew_Aero	Chubut	11010	13,2	-1,4	1014,4	1009,2	29,9	7,2	12,9	21	9,5	0	0	0	0	0,822993288
Concordia_Aero	Entre_Rios	10708	9,6	4,4	1028,9	1023,5	14,3	5,2	8,7	14,3	5,5	0	0	0	0	0,934059823
Tandil_Aero	Buenos_Aires	10117	18,1	16,1	1014	993,6	13,5	3,8	7,2	27,6	13	0	0	0	0	0,672791585
La_Plata	Buenos_Aires	10625	7,9	6,6	1018,5	1015,6	7,9	2,3	2,6	13,1	1,4	1	0	0	0	0,137457861
Villa_Dolores_Aero	Cordoba	10927	17,4	0,1	1013,1	948,1	24,9	2,1	4,1	26	8,9	0	0	0	0	0,155365781
Iguazu_Aero	Misiones	10210	25,1	21,2	1009,8	979,1	13,8	2,1	4,1	32	20	0	0	0	0	0,220395682
Chamical_Aero	La_Rioja	10110	31,1	19	1011,4	960,4	20	2,1	4,1	35	23,6	0	0	0	0	0,306625078
Bahia_Blanca_Aero	Buenos_Aires	10104	26,4	13,8	1009,6	1000,1	14,3	9,9	13,4	32	21,6	0	0	0	0	0,884294838
San_Juan_Aero_II	San_Juan	10204	28,4	14,2	1006	940,5	15	2,5	7,7	37,2	19,5	0	0	0	0	0,033511742
Catamarca_Aero_II	Catamarca	11027	26,4	7,5	1011	960,1	20	9,7	13,4	31,1	18,1	0	0	0	0	0,151159075
Tucuman_Aero_II	Tucuman	10610	16,7	12,1	1016,9	965,1	5,1	2,8	4,6	23,2	10,2	0	0	0	0	0,59261071
Marcos_Juarez_Aero	Cordoba	10821	16,6	11,8	1008,4	994,9	15,8	2,4	2,6	28	7,8	0	0	0	0	0,899653379
Ezeiza_Aero	Buenos_Aires	11024	12,2	6,2	1022,5	1020,1	10	4,3	10,8	22,3	5,8	0	0	0	0	0,21646889
General_Pico_Aero	La_Pampa	10312	17,9	11,1	1011,4	994,5	18,8	2,6	6,2	30,5	11	0	0	0	0	0,519401308
La_Plata	Buenos_Aires	10302	22,6	17,5	1003,8	1001,1	9,7	6,5	9,3	25,7	19,4	0	1	0	0	0,475401472
Neuquen_Aero	Neuquen	10522	7,2	1,6	1020,2	987,3	13	0,8	2,6	18,2	1	0	0	0	0	0,011126865
Posadas_Aero	Misiones	11028	21,8	11,6	1015,7	1001,2	20	3,2	4,1	29,2	14,2	0	0	0	0	0,084965334
Tandil_Aero	Buenos_Aires	10423	15,2	13,8	1021,6	1000,8	6,6	1,3	2,6	24,6	9	1	0	0	0	0,779169588
Resistencia_Aero	Chaco	10622	9,9	8,1	1015,2	1008,9	10,3	3	5,1	15,7	5,8	0	0	0	0	0,482099455
Mar_Del_Plata_Aero	Buenos_Aires	10425	17,9	15,3	1016,2	1013,7	5,6	4	7,2	25	13,4	1	0	0	0	0,191483128
Tucuman_Aero_II	Tucuman	10616	14,7	13,6	1011,7	959,9	4,3	3	10,3	19,3	12	1	1	0	0	0,457109439
Corrientes_Aero	Entre_Rios	10615	15,1	14,2	1016,7	1009,3	6,3	2,6	5,7	17	13	1	1	0	0	0,284951922
Tucuman_Aero_II	Tucuman	10720	8,4	2,5	1011,7	958,5	5	2,3	5,7	14	4,5	0	0	0	0	0,118111887
Posadas_Aero	Misiones	10109	27,9	22	1011,1	996,9	13,7	2,5	4,1	33	23,5	0	0	0	0	0,5443287
Santiago_Del_Estero_Aero	Santiago_del_Estero	10218	17,9	16,1	1015,4	992,2	10,3	3,9	5,1	22,4	14,2	0	1	0	0	0,899100535
Sauce_Viejo_Aero	Santa_Fe	11004	14,4	9,8	1020,9	1018,7	11,6	5,5	7,2	25,1	8,7	0	0	0	0	0,067299142
Laboulaye_Aero	Cordoba	10429	16,6	11,8	1014	997,7	11,1	0,4	2,1	23,3	10,5	0	0	0	0	0,885622061
Posadas_Aero	Misiones	10924	11,2	3	1027,2	1011,9	16,7	4,6	7,7	16	5,8	0	0	0	0	0,863785699
Ceres_Aero	Santa_Fe	10126	23,4	13,1	1015,6	1005,3	15	3,2	5,7	30,2	14,8	0	0	0	0	0,480010986
San_Julian_Aero	Santa_Cruz	10325	13,9	4,1	1006,1	998,6	29,9	6,1	8,7	22,2	3,7	0	0	0	0	0,619431333
Trelew_Aero	Chubut	10808	6,9	-2,8	1010,8	1005,5	29,9	7,5	11,3	13,5	2	0	0	0	0	0,719652839
Paso_De_Los_Libres_Aero	Corrientes	10301	24,2	18,3	1009,8	1001,7	11,3	7,1	10,8	34	16,4	0	0	0	0	0,476955215
Santiago_Del_Estero_Aero	Santiago_del_Estero	10809	13,5	-3,1	1026,5	1002,7	11,4	4,3	7,2	20	10,5	0	0	0	0	0,139212422
Rosario_Aero	Santa_Fe	10101	18,4	5,8	1017,8	1014,9	15	5,5	8,2	32,2	10,9	0	0	0	0	0,123168249
Mar_Del_Plata_Aero	Buenos_Aires	10507	10,9	5,2	1017	1014,2	9,3	5,3	10,3	19,5	3,8	0	1	0	0	0,55305546
Tartagal_Aero	Salta	11107	27,1	7,7	1004,1	955	10	2,7	9,3	36	19	0	0	0	0	0,003887676
Azul_Aero	Buenos_Aires	11104	13,6	9,2	1019,8	1002,2	15,6	4,5	6,7	24,8	6,1	0	0	0	0	0,480623731
San_Julian_Aero	Santa_Cruz	10429	12,2	-0,2	1001,5	994	29,9	8,8	11,3	17,4	5,4	0	0	0	0	0,002121921
San_Luis_Aero	San_Luis	10709	10,3	0,4	1016,1	933	20	3	5,7	14	5	0	0	0	0	0,813878864
Monte_Caseros_Aero	Corrientes	10216	27,6	21,8	1007,4	1001,2	17,1	1,8	2,6	34,1	21,9	0	0	0	0	0,8875864
Posadas_Aero	Misiones	10210	26,6	19,7	1009,1	994,8	12,4	3,5	10,3	33	22,8	0	1	0	0	0,386828732
Concordia_Aero	Entre_Rios	10609	13,6	10,8	1019	1014,4	15	2,9	5,7	19	9,7	0	0	0	0	0,445413605
Comodoro_Rivadavia_Aero	Chubut	10504	13,4	1,2	1006,7	1001,2	14,5	8,4	12,3	17	8,3	0	0	0	0	0,318257513
San_Julian_Aero	Santa_Cruz	10215	15,4	3,1	993	985,8	29,9	7,2	10,8	27,5	6,7	0	1	0	0	0,013012859
Gualeguaychu_Aero	Entre_Rios	10223	24,5	17,3	1012,5	1009,8	15	5,6	7,7	30,3	17,1	0	0	0	0	0,597973142
Monte_Caseros_Aero	Corrientes	10105	24,1	21,2	1010,1	1004	12,6	3,1	4,1	33,4	20,8	0	1	0	0	0,024802342
Catamarca_Aero_II	Catamarca	10925	16,2	-2,7	1017	964,2	16,9	11,5	16	22,4	11,3	0	0	0	0	0,815496101
Neuquen_Aero	Neuquen	10512	9,3	0,8	1017,2	984,5	12,4	3,7	9,3	17	1,6	0	0	0	0	0,794218024
Viedma_Aero	Rio_Negro	10723	6,3	2,3	1021,4	1020,5	27,5	4,7	11,3	9,8	0,5	0	1	0	0	0,563411814
Esquel_Aero	Chubut	11107	8,6	0,3	1008,9	917	16,3	8,2	12,9	15	5,7	0	0	0	0	0,306010431
Tucuman_Aero_II	Tucuman	10207	27,1	16,2	1011,4	961,6	11,6	2	4,1	34	20	0	0	0	0	0,030273799
Ezeiza_Aero	Buenos_Aires	10913	10,2	8,7	1018,6	1016,2	6	6,4	8,2	12,5	8	0	1	0	0	0,782278464
Santiago_Del_Estero_Aero	Santiago_del_Estero	10204	29,3	18,4	1010,5	988,1	14,6	2,8	4,6	36,8	23	0	0	0	0	0,653191725
Paso_De_Los_Libres_Aero	Corrientes	11016	21,8	13,4	1016	1007,8	11,7	5,6	7,7	29	17,8	0	0	0	0	0,915472532
Azul_Aero	Buenos_Aires	11006	15,5	7,8	1023,1	1005,4	13,2	3,9	6,7	21,8	5	0	0	0	0	0,35918906
Ezeiza_Aero	Buenos_Aires	10430	14,9	11,7	1016,2	1013,8	6,3	1,3	4,1	22,8	8,2	1	0	0	0	0,879428364
Viedma_Aero	Rio_Negro	11017	16	9,8	1015,7	1015	19	2,7	6,2	25,3	6,3	1	0	0	0	0,499489415
Marcos_Juarez_Aero	Cordoba	10721	4,2	-2,5	1021,2	1007	20	9,4	15,9	14,8	-0,2	0	0	0	0	0,744965615
Corrientes_Aero	Entre_Rios	10411	25,7	22,4	1005,2	998,1	9,8	4,1	8,2	31	22	0	1	0	0	0,080336091
General_Pico_Aero	La_Pampa	10324	21,1	14,4	1010,9	994,2	23,8	2,4	5,1	28	14,5	0	0	0	0	0,181923598
El_Bolson	Rio_Negro	10424	9	5,6	1017,8	977,1	28,3	1	3,1	18	1	0	0	0	0	0,484954952
Reconquista_Aero	Santa_Fe	10505	17,4	13,5	1019,9	1013,6	10,9	1,5	2,6	22,9	11,4	0	0	0	0	0,93501371
Rio_Gallegos_Aero	Santa_Cruz	10919	5,8	-1,9	1001	998,8	16,1	4,8	10,3	12,8	-0,2	0	1	0	0	0,586805849
Concordia_Aero	Entre_Rios	10918	10	1,8	1022,1	1017,4	15	2,3	3,6	17,8	4	0	0	0	0	0,850269389
Neuquen_Aero	Neuquen	10309	19,3	7,4	1008,6	977,2	11,9	5,5	14,9	29	9	0	0	0	0	0,221098608
Oran_Aero	Salta	10918	13,7	5,2	1019,8	978	10	2,1	2,1	18	11,5	0	0	0	0	0,433433211
Bahia_Blanca_Aero	Buenos_Aires	10228	19,7	11,3	1014,2	1004,5	11,1	7,2	11,3	29,5	8	0	1	0	0	0,153456679
La_Rioja_Aero	La_Rioja	10130	34,3	15,2	1003,8	957,2	18,7	2,8	5,1	38,4	26,8	0	0	0	0	0,083694178
Chamical_Aero	La_Rioja	11105	25,3	10,2	1012,6	960,7	24,9	3,3	5,1	30,4	18	0	0	0	0	0,217105722
General_Pico_Aero	La_Pampa	10830	20,3	2,7	1007,7	990,9	7,6	4,5	6,7	32,2	9	0	0	0	0	0,372461983
San_Martin_Mza	Mendoza	10506	15	5,8	1017,5	942,3	15	3,6	6,2	24,2	9	0	0	0	0	0,470416979
Villa_Reynolds_Aero	San_Luis	10531	17,2	4,9	1004,1	948,7	12,9	6	13,4	25,4	3	0	0	0	0	0,886060266
General_Pico_Aero	La_Pampa	10619	2	-5,6	1026,6	1008,5	20	2,6	4,6	14,5	-6,5	0	0	0	0	0,070387942
General_Pico_Aero	La_Pampa	10809	4,2	-3,8	1027,2	1009,1	20	3,1	4,6	14	-2,5	0	0	0	0	0,344581319
Sauce_Viejo_Aero	Santa_Fe	10622	9,3	1,9	1013	1010,8	12,1	1,6	4,1	17,3	0,4	0	0	0	0	0,718110184
Esquel_Aero	Chubut	10815	4,1	-0,3	1005,8	913	12,7	6	10,8	12,3	-3,9	0	1	1	0	0,918602681
Azul_Aero	Buenos_Aires	10911	14,8	2,3	1011,4	994,1	15	10	11,8	26,1	11,6	0	0	0	0	0,09867675
Ezeiza_Aero	Buenos_Aires	10629	11,5	5,3	1013,5	1011,1	7,7	3,3	7,2	17,4	6	1	1	0	0	0,928617316
Cordoba_Aero	Cordoba	10929	10,3	-2,1	1022,5	963,5	10,5	3,3	6,2	18	1	0	0	0	0	0,641671134
San_Antonio_Oeste_Aero	Rio_Negro	10415	14	10,1	1018,1	1015,7	29,9	2,3	4,6	23,9	7,6	0	0	0	0	0,430620748
Trelew_Aero	Chubut	10913	5	-0,7	1028,9	1022,6	27,5	3,5	5,1	12,7	-1	0	0	0	0	0,506823734
Comodoro_Rivadavia_Aero	Chubut	10509	15,8	4,8	999	993,6	16,4	7,7	11,3	20	12,7	0	0	0	0	0,364282938
Ceres_Aero	Santa_Fe	10114	26,1	15,2	1013,2	1003,1	13,5	3,7	5,1	33,2	18,1	0	0	0	0	0,07778848
Sauce_Viejo_Aero	Santa_Fe	10507	15,1	7,4	1022,8	1020,6	12,1	2,5	4,1	27,1	7,5	0	0	0	0	0,475198371
Presidencia_R_S_Penia_Aero	Chaco	10502	29,2	19,8	1006,5	996,1	20	5,7	9,3	36	23,3	0	0	0	0	0,097930498
Esquel_Aero	Chubut	10122	24,6	9,2	1008,9	921,5	29,9	5,1	8,7	29,7	18,8	0	0	0	0	0,251788224
San_Luis_Aero	San_Luis	10220	19,3	11,6	1012,9	932,8	20	2,6	5,1	27	13,7	0	0	0	0	0,466103478
Villa_Dolores_Aero	Cordoba	10203	25,1	13,3	1014,1	950,5	29,9	3,6	5,1	33,2	16,6	0	0	0	0	0,430012807
Formosa_Aero	Formosa	10202	30,2	22,5	1007,3	1000,7	12,9	4,6	11,8	39,5	26,6	0	0	0	0	0,077798159
Ushuaia_Aero_II	Ushuaia	10821	-1,4	-3,2	1011,6	1004,4	5,5	9,8	13,9	-0,6	-2,2	0	0	1	0	0,744367935
General_Pico_Aero	La_Pampa	10715	9,7	-0,2	1020	1002,4	20	4,2	8,2	20,6	3	0	0	0	0	0,993487189
Azul_Aero	Buenos_Aires	10219	17,3	9,4	1020,6	1003,1	15,6	2,6	4,6	24,3	9,8	0	0	0	0	0,319593004
Tartagal_Aero	Salta	10121	24,8	17,5	1012,3	962,6	11,4	1,4	4,1	29,7	20,6	0	1	0	0	0,203096836
Ceres_Aero	Santa_Fe	10831	21,1	2,3	1009,4	999,2	7,1	4	5,7	33,8	7,8	0	0	0	0	0,8492111
Resistencia_Aero	Chaco	10221	23,4	20,4	1012,7	1006,7	11,6	2,9	4,6	28,2	20,2	0	1	0	0	0,678749337
Trelew_Aero	Chubut	10311	16,9	4,9	1005,7	1000,2	27,2	5,3	7,7	24	11	0	1	0	0	0,237481626
Esquel_Aero	Chubut	10804	2,9	-0,1	1003,1	909,8	12,4	3,6	8,8	7,4	-1,2	0	1	1	0	0,991871863
Rosario_Aero	Santa_Fe	10218	19,6	12,8	1016,1	1013,1	11,7	4,8	7,2	27,4	16,1	0	1	0	0	0,584609103
Bahia_Blanca_Aero	Buenos_Aires	10816	10,6	-2,7	1023	1012,8	15	5,4	7,7	17,8	7	0	0	0	0	0,224490601
Presidencia_R_S_Penia_Aero	Chaco	11002	18,5	6,9	1014,3	1003,4	16,7	3	7,2	27,7	7,6	0	0	0	0	0,700980435
General_Pico_Aero	La_Pampa	11008	20,3	7,1	1013,8	996,9	17,5	8,5	11,8	29,4	11,5	0	0	0	0	0,194769581
Chamical_Aero	La_Rioja	10804	14,2	5,1	1017,8	963,4	20	2,4	7,2	21,4	6,7	0	0	0	0	0,057605916
La_Plata	Buenos_Aires	11001	10,3	7,8	1014,7	1011,9	6,9	2,1	3,1	14,7	4,7	1	0	0	0	0,316633219
Cordoba_Aero	Cordoba	10530	12,8	-0,9	1016	957,7	10,1	3,1	5,7	26	1,8	0	0	0	0	0,807011873
Ushuaia_Aero_II	Ushuaia	10715	4,1	-0,4	986,2	979,3	17,5	4,8	10,3	7	2	0	1	0	0	0,72935076
Cordoba_Aero	Cordoba	10711	13,3	10,8	1014,6	956,6	8,5	2,4	4,1	19,7	4,9	0	1	0	0	0,246904201
Junin_Aero	Buenos_Aires	10918	8,6	-3,2	1018,9	1008,9	14,3	5,7	11,8	18,6	0,4	0	0	0	0	0,339503214
Presidencia_R_S_Penia_Aero	Chaco	10718	20,5	15,9	1008	997,3	18,5	4,1	9,3	28,2	15,2	0	0	0	0	0,915917219
Neuquen_Aero	Neuquen	11031	21,6	3,3	1006,9	975,9	12,6	2,7	9,3	31,3	16,4	0	0	0	0	0,448836153
Resistencia_Aero	Chaco	10912	29	14,2	1005,6	999,8	7,6	4,8	9,3	38	21	0	0	0	0	0,127272818
Ushuaia_Aero_II	Ushuaia	10504	7,9	2,2	995,3	988,4	17,4	5,1	14,4	9,2	3,7	0	1	0	0	0,351466389
La_Plata	Buenos_Aires	10927	14,1	10,4	1020,8	1017,8	10	4,9	6,7	17,8	10,6	0	0	0	0	0,511357112
Laboulaye_Aero	Cordoba	10112	26,4	17,3	1008,8	993,2	10	3,6	7,2	33	20	0	0	0	0	0,834348093
Ushuaia_Aero_II	Ushuaia	10903	4,5	0,2	1022,7	1015,6	16,3	5,8	9,8	7	3	0	0	0	0	0,517844358
San_Rafael_Aero	Mendoza	10112	27,6	16,6	1005,2	924,3	18,5	2,9	5,1	39,4	19,5	0	1	0	0	0,702568308
Junin_Aero	Buenos_Aires	11002	12,3	9	1018,2	1008,4	8,2	3,6	6,2	19,2	7,8	1	0	0	0	0,916207276
Mar_Del_Plata_Aero	Buenos_Aires	10707	7,7	3,9	1023,1	1020,5	8,9	4,1	8,2	12,5	5,5	0	1	0	0	0,991241192
Rio_Gallegos_Aero	Santa_Cruz	10817	6,3	-2	992,6	990,4	19,3	9	15,4	11,8	2,2	0	1	1	0	0,509477993
San_Luis_Aero	San_Luis	10107	26,2	14,1	999,8	922,5	20	7,4	11,8	31,3	21,1	0	0	0	0	0,861291742
Concordia_Aero	Entre_Rios	10628	14,4	12,5	1010,9	1006,3	15	3	5,1	17,4	7,2	0	1	0	0	0,707973143
Azul_Aero	Buenos_Aires	10429	15,8	12,7	1011,8	994,4	10,9	2,6	3,6	21,5	11,9	0	0	0	0	0,549102298
Sauce_Viejo_Aero	Santa_Fe	10408	15,8	7,4	1018,8	1016,6	12,1	0,8	2,1	24,3	6,9	0	0	0	0	0,52132113
San_Julian_Aero	Santa_Cruz	10114	18,4	8,1	1015,6	1008,1	29,9	5,8	10,3	24,4	8,2	0	0	0	0	0,368373871
Azul_Aero	Buenos_Aires	10119	17,9	12	1021,1	1003,7	15	4,7	8,7	26	10,5	0	0	0	0	0,271058558
Rosario_Aero	Santa_Fe	10913	12,3	9,3	1017,9	1014,8	8,9	8,1	11,3	19	10,3	0	1	0	0	0,811397103
Tartagal_Aero	Salta	11018	26,1	16,6	1009,1	959,3	10	2,2	7,2	31,7	19,4	0	0	0	0	0,942934168
Paso_De_Los_Libres_Aero	Corrientes	10524	14,9	12,8	1019,5	1011,1	11,4	2,7	4,6	20	10,3	0	0	0	0	0,702174171
Paso_De_Los_Libres_Aero	Corrientes	10327	19,6	13,1	1018,7	1010,4	11,3	3,5	7,7	27,4	13,5	0	0	0	0	0,114245216
Mar_Del_Plata_Aero	Buenos_Aires	10122	22,6	18,2	1019,9	1017,4	9,8	6,4	17	27	16,2	0	0	0	0	0,014065389
La_Rioja_Aero	La_Rioja	10701	14,3	6,5	1018,7	968,3	17,1	2,2	3,1	20,8	5,1	0	0	0	0	0,076339235
Ezeiza_Aero	Buenos_Aires	10423	19	14,2	1020,9	1018,5	4,7	1,6	10,3	27	10,2	1	0	0	0	0,420336229
Dolores_Aero	Buenos_Aires	11024	10,4	4,9	1023,3	1022,3	10	4	6,2	15,2	4	0	0	0	0	0,742652159
Bahia_Blanca_Aero	Buenos_Aires	10120	19,1	9,6	1023,7	1013,9	15	4,5	8,2	28,1	4	0	0	0	0	0,212929083
Ezeiza_Aero	Buenos_Aires	10910	28,1	16,1	1008,1	1005,8	9,8	6,2	8,2	34	24	0	0	0	0	0,426154381
Iguazu_Aero	Misiones	11103	21,7	19,2	1012,7	981,6	6,3	4,2	8,8	27	18,9	0	1	0	0	0,574098381
